date (local),month,season,hy,dy,hd,dw,coal,hydro,gas,nuclear,petroleum,wind,other,solar,I_f,
4/15/2019,4,p,6930,289,18.00,2,2614,29,22031,3823,0,,2679,1865.664,466.717331,
4/15/2019,4,p,6931,289,19.00,2,2749,30,21916,3823,0,,2653,1046.484,467.1740851,
4/15/2019,4,p,6932,289,20.00,2,2708,30,20882,3824,0,,2614,154.98,471.1503594,
4/15/2019,4,p,6933,289,21.00,2,2743,29,20223,3817,0,,2338,2.952,470.8303981,
4/15/2019,4,p,6934,289,22.00,2,2426,30,18334,3820,0,,2099,1.476,469.0393572,
4/15/2019,4,p,6935,289,23.00,2,2176,29,15725,3821,0,,2001,0,477.5944374,
4/15/2019,4,p,6936,289,24.00,2,2056,29,12856,3823,0,,1927,0,487.6428488,
4/16/2019,4,p,6937,290,1.00,3,1743,29,11054,3817,0,,1835,0,494.294437,
4/16/2019,4,p,6938,290,2.00,3,1507,30,9735,3818,0,,1824,0,513.5435991,
4/16/2019,4,p,6939,290,3.00,3,1490,29,8845,3820,0,,1798,0,523.7227767,
4/16/2019,4,p,6940,290,4.00,3,1433,29,8454,3823,0,,1654,0,523.8684333,
4/16/2019,4,p,6941,290,5.00,3,1461,30,8537,3822,0,,1649,0,519.5822864,
4/16/2019,4,p,6942,290,6.00,3,1533,29,9397,3826,0,,1927,0,499.4437664,
4/16/2019,4,p,6943,290,7.00,3,1730,28,11333,3829,0,,2080,0,489.2445334,
4/16/2019,4,p,6944,290,8.00,3,1811,29,12412,3825,0,,2099,131.364,488.2983905,
4/16/2019,4,p,6945,290,9.00,3,1937,29,12818,3828,0,,2086,844.272,488.2172918,
4/16/2019,4,p,6946,290,10.00,3,2094,29,13611,3824,1,,2086,1641.312,488.7487096,
4/16/2019,4,p,6947,290,11.00,3,2651,29,14449,3827,15,,2038,2177.1,487.777478,
4/16/2019,4,p,6948,290,12.00,3,2329,29,15217,3819,1,,1886,2432.448,483.9202786,
4/16/2019,4,p,6949,290,13.00,3,2327,29,16225,3821,0,,2026,2445.732,480.2414823,
4/16/2019,4,p,6950,290,14.00,3,2543,29,17319,3816,0,,2176,2386.692,478.2145015,
4/16/2019,4,p,6951,290,15.00,3,2714,29,18591,3815,0,,2261,2388.168,476.9541896,
4/16/2019,4,p,6952,290,16.00,3,2835,28,19787,3810,0,,2346,2379.312,476.206099,
4/16/2019,4,p,6953,290,17.00,3,2905,29,20978,3810,0,,2462,2233.188,477.6311824,
4/16/2019,4,p,6954,290,18.00,3,2952,29,21817,3815,0,,2483,1743.156,476.9113172,
4/16/2019,4,p,6955,290,19.00,3,2979,29,21697,3810,0,,2496,934.308,476.5398281,
4/16/2019,4,p,6956,290,20.00,3,2933,29,20745,3813,0,,2496,134.316,477.5850874,
4/16/2019,4,p,6957,290,21.00,3,2879,29,20236,3812,0,,2501,2.952,474.2692108,
4/16/2019,4,p,6958,290,22.00,3,2776,28,18305,3815,0,,2411,0,475.571958,
4/16/2019,4,p,6959,290,23.00,3,2421,29,15824,3817,0,,2268,0,471.6708455,
4/16/2019,4,p,6960,290,24.00,3,2037,29,13411,3818,0,,2040,0,485.6647435,
4/17/2019,4,p,6961,291,1.00,4,1732,28,11413,3815,0,,1928,0,502.8524872,
4/17/2019,4,p,6962,291,2.00,4,1586,29,10003,3819,0,,1830,0,520.0331405,
4/17/2019,4,p,6963,291,3.00,4,1471,29,9126,3822,0,,1580,0,525.3322979,
4/17/2019,4,p,6964,291,4.00,4,1439,29,8808,3826,0,,1523,0,529.9491016,
4/17/2019,4,p,6965,291,5.00,4,1401,28,8841,3821,0,,1498,0,516.1680342,
4/17/2019,4,p,6966,291,6.00,4,1486,29,9713,3822,0,,1708,0,494.0807459,
4/17/2019,4,p,6967,291,7.00,4,1634,29,11448,3828,0,,2051,0,486.1378826,
4/17/2019,4,p,6968,291,8.00,4,1814,29,12287,3826,0,,2260,131.364,485.049131,
4/17/2019,4,p,6969,291,9.00,4,1893,28,12891,3826,0,,2344,714.384,489.6828189,
4/17/2019,4,p,6970,291,10.00,4,2293,29,13877,3830,0,,2306,1259.028,493.9969008,
4/17/2019,4,p,6971,291,11.00,4,2425,29,14869,3828,0,,2395,1692.972,488.0803954,
4/17/2019,4,p,6972,291,12.00,4,2469,29,15859,3818,23,,2480,2047.212,488.1378097,
4/17/2019,4,p,6973,291,13.00,4,2756,30,17080,3819,0,,2525,2122.488,480.3297986,
4/17/2019,4,p,6974,291,14.00,4,2877,29,18435,3823,0,,2556,2075.256,474.2069701,
4/17/2019,4,p,6975,291,15.00,4,2886,29,19924,3821,0,,2499,2090.016,473.4043309,
4/17/2019,4,p,6976,291,16.00,4,2850,29,21371,3817,0,,2520,2026.548,474.4796169,
4/17/2019,4,p,6977,291,17.00,4,2846,29,22453,3817,0,,2508,1785.96,474.9116934,
4/17/2019,4,p,6978,291,18.00,4,2759,30,23115,3818,0,,2495,1199.988,477.1205399,
4/17/2019,4,p,6979,291,19.00,4,2711,29,22667,3818,0,,2486,584.496,475.7135746,
4/17/2019,4,p,6980,291,20.00,4,2688,28,21625,3818,0,,2430,91.512,473.933391,
4/17/2019,4,p,6981,291,21.00,4,2786,29,20947,3817,0,,2520,5.904,477.1098752,
4/17/2019,4,p,6982,291,22.00,4,2826,29,19004,3820,0,,2409,0,479.8914548,
4/17/2019,4,p,6983,291,23.00,4,2703,28,16383,3821,0,,2179,0,481.861371,
4/17/2019,4,p,6984,291,24.00,4,2343,28,14031,3819,0,,1900,0,482.9095804,
4/18/2019,4,p,6985,292,1.00,5,1873,28,12237,3819,0,,1924,0,493.4524099,
4/18/2019,4,p,6986,292,2.00,5,1670,28,10841,3824,0,,1910,0,510.1066995,
4/18/2019,4,p,6987,292,3.00,5,1430,28,9971,3822,0,,1752,0,518.444579,
4/18/2019,4,p,6988,292,4.00,5,1471,28,9511,3821,0,,1655,0,521.1927816,
4/18/2019,4,p,6989,292,5.00,5,1429,28,9487,3823,0,,1773,0,512.5861042,
4/18/2019,4,p,6990,292,6.00,5,1551,28,10448,3820,0,,1934,0,492.2762891,
4/18/2019,4,p,6991,292,7.00,5,1842,28,12330,3825,0,,2125,0,484.2792018,
4/18/2019,4,p,6992,292,8.00,5,2141,28,12924,3826,0,,2459,146.124,479.3482477,
4/18/2019,4,p,6993,292,9.00,5,2276,28,13772,3822,0,,2491,802.944,481.8002966,
4/18/2019,4,p,6994,292,10.00,5,2478,28,14980,3825,12,,2483,1520.28,474.1089442,
4/18/2019,4,p,6995,292,11.00,5,2614,28,16561,3825,59,,2469,1867.14,475.4241963,
4/18/2019,4,p,6996,292,12.00,5,2716,29,18468,3827,17,,2575,2075.256,469.0160992,
4/18/2019,4,p,6997,292,13.00,5,2818,29,20028,3822,0,,2834,2016.216,465.2208881,
4/18/2019,4,p,6998,292,14.00,5,2939,29,21492,3823,0,,2977,1967.508,469.8280103,
4/18/2019,4,p,6999,292,15.00,5,2891,30,23228,3821,0,,3037,1936.512,473.4839911,
4/18/2019,4,p,7000,292,16.00,5,2961,29,24363,3822,0,,3045,2023.596,475.8638258,
4/18/2019,4,p,7001,292,17.00,5,2931,30,25324,3819,35,,3008,1805.148,478.1423355,
4/18/2019,4,p,7002,292,18.00,5,2899,31,25544,3815,267,,3022,1433.196,478.8469853,
4/18/2019,4,p,7003,292,19.00,5,2910,32,25275,3816,122,,3013,773.424,474.2014691,
4/18/2019,4,p,7004,292,20.00,5,2869,26,24285,3817,0,,2993,110.7,473.1580376,
4/18/2019,4,p,7005,292,21.00,5,2692,28,23678,3819,0,,2922,0,466.7626835,
4/18/2019,4,p,7006,292,22.00,5,2596,29,21909,3823,0,,2962,0,471.3045795,
4/18/2019,4,p,7007,292,23.00,5,2702,30,19168,3819,0,,2911,0,473.530368,
4/18/2019,4,p,7008,292,24.00,5,2583,29,16639,3822,0,,2626,0,475.4277654,
4/19/2019,4,p,7009,293,1.00,6,2405,30,14899,3820,0,,2217,0,475.8852359,
4/19/2019,4,p,7010,293,2.00,6,2048,30,13683,3822,0,,2033,0,484.3152738,
4/19/2019,4,p,7011,293,3.00,6,1963,30,12757,3824,0,,1939,0,489.2177157,
4/19/2019,4,p,7012,293,4.00,6,1887,31,12208,3820,0,,1922,0,491.0668429,
4/19/2019,4,p,7013,293,5.00,6,1889,31,12181,3824,0,,1962,0,489.60312,
4/19/2019,4,p,7014,293,6.00,6,2023,31,12658,3823,0,,2222,0,488.3139524,
4/19/2019,4,p,7015,293,7.00,6,2130,31,14026,3824,0,,2407,0,491.3120764,
4/19/2019,4,p,7016,293,8.00,6,2247,30,14830,3820,0,,2590,92.988,484.5671793,
4/19/2019,4,p,7017,293,9.00,6,2435,31,15801,3819,0,,2790,464.94,480.2446021,
4/19/2019,4,p,7018,293,10.00,6,2708,31,17477,3825,0,,2931,947.592,477.0176796,
4/19/2019,4,p,7019,293,11.00,6,2806,31,19066,3818,0,,2967,1282.644,473.1602446,
4/19/2019,4,p,7020,293,12.00,6,2779,30,20715,3824,0,,2965,1309.212,467.3894159,
4/19/2019,4,p,7021,293,13.00,6,2748,31,21644,3824,0,,2866,950.544,461.3664256,
4/19/2019,4,p,7022,293,14.00,6,2497,31,21882,3818,0,,2851,767.52,459.965917,
4/19/2019,4,p,7023,293,15.00,6,2335,30,21629,3817,0,,2887,630.252,457.383683,
4/19/2019,4,p,7024,293,16.00,6,2184,30,21002,3816,0,,2955,575.64,465.4237198,
4/19/2019,4,p,7025,293,17.00,6,2290,29,20394,3814,0,,2895,643.536,464.8791224,
4/19/2019,4,p,7026,293,18.00,6,2376,32,19913,3816,0,,2897,438.372,466.6882767,
4/19/2019,4,p,7027,293,19.00,6,2353,30,18672,3813,0,,2888,348.336,462.1253844,
4/19/2019,4,p,7028,293,20.00,6,2219,30,17768,3815,0,,2803,98.892,465.3427355,
4/19/2019,4,p,7029,293,21.00,6,2147,30,17570,3819,0,,2678,0,473.2327977,
4/19/2019,4,p,7030,293,22.00,6,2067,30,16215,3812,0,,2453,0,480.0744382,
4/19/2019,4,p,7031,293,23.00,6,1966,30,14577,3827,0,,2056,0,473.1098449,
4/19/2019,4,p,7032,293,24.00,6,1869,31,13099,3827,0,,1901,0,477.8321092,
4/20/2019,4,p,7033,294,1.00,7,1731,30,11356,3831,0,,1596,0,484.3893115,
4/20/2019,4,p,7034,294,2.00,7,1472,30,10537,3829,0,,1259,0,493.2483321,
4/20/2019,4,p,7035,294,3.00,7,1400,30,9838,3834,0,,990,0,503.4161829,
4/20/2019,4,p,7036,294,4.00,7,1388,30,9252,3832,0,,978,0,508.1206777,
4/20/2019,4,p,7037,294,5.00,7,1393,30,9012,3838,0,,1015,0,507.9187891,
4/20/2019,4,p,7038,294,6.00,7,1409,31,9231,3835,0,,1022,0,496.4081499,
4/20/2019,4,p,7039,294,7.00,7,1437,31,10081,3838,0,,1038,0,485.9848936,
4/20/2019,4,p,7040,294,8.00,7,1478,31,10957,3838,0,,1107,132.84,490.8384254,
4/20/2019,4,p,7041,294,9.00,7,1754,31,12245,3837,0,,1266,773.424,488.066208,
4/20/2019,4,p,7042,294,10.00,7,2001,32,13079,3837,0,,1663,1396.296,479.3544681,
4/20/2019,4,p,7043,294,11.00,7,2169,31,13617,3835,0,,1902,1809.576,472.8905745,
4/20/2019,4,p,7044,294,12.00,7,2141,30,14097,3838,0,,1884,2053.116,473.7750705,
4/20/2019,4,p,7045,294,13.00,7,2052,28,14411,3840,0,,1933,2152.008,472.4184123,
4/20/2019,4,p,7046,294,14.00,7,2066,28,14769,3838,0,,1907,2081.16,469.7058856,
4/20/2019,4,p,7047,294,15.00,7,2082,27,14641,3837,0,,2319,2129.868,467.7859387,
4/20/2019,4,p,7048,294,16.00,7,2064,27,14995,3836,0,,2489,2166.768,465.9683718,
4/20/2019,4,p,7049,294,17.00,7,2067,26,15525,3836,0,,2510,1977.84,462.736036,
4/20/2019,4,p,7050,294,18.00,7,1950,27,15828,3838,0,,2502,1678.212,463.5181009,
4/20/2019,4,p,7051,294,19.00,7,1983,22,15789,3834,0,,2496,909.216,465.4123866,
4/20/2019,4,p,7052,294,20.00,7,1936,22,15261,3833,0,,2505,134.316,467.8695509,
4/20/2019,4,p,7053,294,21.00,7,2062,21,15184,3841,0,,2505,0,471.2074439,
4/20/2019,4,p,7054,294,22.00,7,2052,22,14335,3840,0,,2345,0,472.1573352,
4/20/2019,4,p,7055,294,23.00,7,1890,21,13249,3844,0,,1868,0,480.6762459,
4/20/2019,4,p,7056,294,24.00,7,1635,22,11816,3840,0,,1626,0,495.9313086,
4/21/2019,4,p,7057,295,1.00,1,1556,22,10447,3844,0,,1172,0,504.542134,
4/21/2019,4,p,7058,295,2.00,1,1422,24,9434,3844,0,,1010,0,521.2777888,
4/21/2019,4,p,7059,295,3.00,1,1355,24,8555,3845,0,,996,0,533.5823648,
4/21/2019,4,p,7060,295,4.00,1,1280,25,8072,3855,0,,896,0,532.6952128,
4/21/2019,4,p,7061,295,5.00,1,1280,24,7968,3853,0,,900,0,527.4376816,
4/21/2019,4,p,7062,295,6.00,1,1311,24,8206,3853,0,,898,0,519.5253175,
4/21/2019,4,p,7063,295,7.00,1,1331,24,8851,3855,0,,972,0,508.3714299,
4/21/2019,4,p,7064,295,8.00,1,1310,24,9899,3855,0,,1074,180.072,493.0165148,
4/21/2019,4,p,7065,295,9.00,1,1610,24,11083,3854,0,,1307,878.22,490.3623558,
4/21/2019,4,p,7066,295,10.00,1,1896,23,11847,3858,0,,1635,1645.74,488.6054625,
4/21/2019,4,p,7067,295,11.00,1,1985,24,12401,3860,0,,1810,2169.72,481.191421,
4/21/2019,4,p,7068,295,12.00,1,1981,23,12742,3858,0,,2117,2391.12,475.1577591,
4/21/2019,4,p,7069,295,13.00,1,1987,20,13385,3856,0,,2209,2411.784,469.4857504,
4/21/2019,4,p,7070,295,14.00,1,1981,20,14099,3854,0,,2181,2435.4,464.1422266,
4/21/2019,4,p,7071,295,15.00,1,1962,20,14809,3854,0,,2190,2425.068,465.4297234,
4/21/2019,4,p,7072,295,16.00,1,2002,19,15565,3851,0,,2183,2416.212,464.0519331,
4/21/2019,4,p,7073,295,17.00,1,2001,19,16312,3850,0,,2198,2237.616,464.6366793,
4/21/2019,4,p,7074,295,18.00,1,2089,20,16784,3849,0,,2177,1787.436,463.9684707,
4/21/2019,4,p,7075,295,19.00,1,2089,19,16874,3852,0,,2143,997.776,466.3761999,
4/21/2019,4,p,7076,295,20.00,1,2044,18,16425,3848,0,,2139,175.644,465.7604038,
4/21/2019,4,p,7077,295,21.00,1,2059,17,16455,3849,0,,2134,8.856,469.4276738,
4/21/2019,4,p,7078,295,22.00,1,1918,18,15535,3849,0,,1735,2.952,468.6416298,
4/21/2019,4,p,7079,295,23.00,1,1698,18,13740,3850,0,,1548,1.476,471.610159,
4/21/2019,4,p,7080,295,24.00,1,1475,17,11558,3848,0,,1410,0,480.6171133,
4/22/2019,4,p,7081,296,1.00,2,1433,18,10305,3851,0,,1028,0,497.5812765,
4/22/2019,4,p,7082,296,2.00,2,1348,17,9093,3842,0,,991,0,508.7862745,
4/22/2019,4,p,7083,296,3.00,2,1317,18,8486,3841,0,,992,0,514.9481881,
4/22/2019,4,p,7084,296,4.00,2,1333,17,8217,3849,0,,997,0,515.4535342,
4/22/2019,4,p,7085,296,5.00,2,1353,19,8577,3844,0,,990,0,501.3992367,
4/22/2019,4,p,7086,296,6.00,2,1428,18,9728,3846,0,,1140,0,494.6820002,
4/22/2019,4,p,7087,296,7.00,2,1650,18,11439,3848,0,,1388,0,488.5726796,
4/22/2019,4,p,7088,296,8.00,2,1779,18,12467,3845,0,,1695,157.932,489.4463435,
4/22/2019,4,p,7089,296,9.00,2,1769,18,12855,3847,0,,1876,844.272,482.0102852,
4/22/2019,4,p,7090,296,10.00,2,1912,18,13266,3847,0,,1953,1554.228,477.7870508,
4/22/2019,4,p,7091,296,11.00,2,1962,18,13894,3852,0,,2111,2014.74,472.3402928,
4/22/2019,4,p,7092,296,12.00,2,1952,18,14349,3847,0,,2404,2284.848,467.2894437,
4/22/2019,4,p,7093,296,13.00,2,2003,18,15151,3844,0,,2549,2305.512,461.6986788,
4/22/2019,4,p,7094,296,14.00,2,2180,18,16163,3843,0,,2561,2270.088,461.1814494,
4/22/2019,4,p,7095,296,15.00,2,2281,18,17148,3841,0,,2563,2299.608,460.500905,
4/22/2019,4,p,7096,296,16.00,2,2327,18,18514,3844,0,,2573,2321.748,462.1265666,
4/22/2019,4,p,7097,296,17.00,2,2405,18,19742,3839,0,,2581,2153.484,464.3031579,
4/22/2019,4,p,7098,296,18.00,2,2402,17,20636,3835,0,,2583,1734.3,465.0691697,
4/22/2019,4,p,7099,296,19.00,2,2393,18,20754,3839,0,,2579,952.02,465.0920586,
4/22/2019,4,p,7100,296,20.00,2,2314,18,19986,3833,0,,2580,156.456,464.3009586,
4/22/2019,4,p,7101,296,21.00,2,2286,17,19501,3832,0,,2561,7.38,463.6456389,
4/22/2019,4,p,7102,296,22.00,2,2181,18,17642,3838,0,,2517,1.476,467.8146506,
4/22/2019,4,p,7103,296,23.00,2,2047,18,15006,3833,0,,2394,0,473.0332679,
4/22/2019,4,p,7104,296,24.00,2,1915,17,12594,3842,0,,1724,0,471.8337723,
4/23/2019,4,p,7105,297,1.00,3,1504,18,10786,3838,0,,1582,0,481.4825907,
4/23/2019,4,p,7106,297,2.00,3,1340,17,9546,3844,0,,1580,0,491.898338,
4/23/2019,4,p,7107,297,3.00,3,1303,18,8742,3845,0,,1561,0,499.6302962,
4/23/2019,4,p,7108,297,4.00,3,1285,17,8398,3845,0,,1523,0,505.0438084,
4/23/2019,4,p,7109,297,5.00,3,1326,18,8623,3842,0,,1436,0,484.7968637,
4/23/2019,4,p,7110,297,6.00,3,1411,17,9562,3844,0,,1601,0,477.9898281,
4/23/2019,4,p,7111,297,7.00,3,1691,18,11336,3841,0,,1925,0,471.2008411,
4/23/2019,4,p,7112,297,8.00,3,1666,18,12494,3849,0,,2259,166.788,472.0288201,
4/23/2019,4,p,7113,297,9.00,3,1634,17,12960,3843,0,,2370,842.796,474.828661,
4/23/2019,4,p,7114,297,10.00,3,1647,17,13642,3842,0,,2421,1557.18,474.7326476,
4/23/2019,4,p,7115,297,11.00,3,1817,17,14544,3842,13,,2444,1958.652,466.7741311,
4/23/2019,4,p,7116,297,12.00,3,1883,16,15458,3838,1,,2599,2194.812,468.6668538,
4/23/2019,4,p,7117,297,13.00,3,1967,14,16543,3839,0,,2769,2305.512,460.5098229,
4/23/2019,4,p,7118,297,14.00,3,2164,16,17861,3840,0,,2802,2273.04,457.7755391,
4/23/2019,4,p,7119,297,15.00,3,2284,15,19352,3841,0,,2890,2231.712,455.6963269,
4/23/2019,4,p,7120,297,16.00,3,2357,16,20722,3836,0,,2910,2181.528,462.1155623,
4/23/2019,4,p,7121,297,17.00,3,2655,15,21537,3825,0,,2894,2007.36,460.3193617,
4/23/2019,4,p,7122,297,18.00,3,2763,15,23869,3837,0,,2848,1495.188,458.9462988,
4/23/2019,4,p,7123,297,19.00,3,2583,15,22208,3837,0,,2829,860.508,456.0700506,
4/23/2019,4,p,7124,297,20.00,3,2435,15,21111,3837,0,,2826,152.028,458.7113982,
4/23/2019,4,p,7125,297,21.00,3,2418,15,20693,3833,0,,2770,8.856,457.2417816,
4/23/2019,4,p,7126,297,22.00,3,2360,15,18822,3838,0,,2576,2.952,463.152873,
4/23/2019,4,p,7127,297,23.00,3,2123,14,16247,3837,0,,2415,0,466.9155167,
4/23/2019,4,p,7128,297,24.00,3,1797,15,13281,3840,0,,2286,0,470.8274485,
4/24/2019,4,p,7129,298,1.00,4,1650,14,11183,3843,0,,1824,0,485.6232387,
4/24/2019,4,p,7130,298,2.00,4,1485,15,9819,3841,0,,1771,0,499.7964065,
4/24/2019,4,p,7131,298,3.00,4,1419,14,8941,3842,0,,1749,0,504.6154301,
4/24/2019,4,p,7132,298,4.00,4,1371,15,8523,3842,0,,1736,0,509.5912907,
4/24/2019,4,p,7133,298,5.00,4,1327,14,8594,3845,0,,1708,0,497.7361453,
4/24/2019,4,p,7134,298,6.00,4,1483,14,9586,3844,0,,1755,0,477.8341624,
4/24/2019,4,p,7135,298,7.00,4,1716,14,11528,3844,0,,1802,0,473.8168701,
4/24/2019,4,p,7136,298,8.00,4,1683,14,12465,3841,0,,1969,163.836,473.4138036,
4/24/2019,4,p,7137,298,9.00,4,1685,14,13079,3845,0,,2216,794.088,476.8925018,
4/24/2019,4,p,7138,298,10.00,4,1756,14,13901,3846,0,,2304,1514.376,479.6488399,
4/24/2019,4,p,7139,298,11.00,4,2004,14,15065,3842,0,,2230,1998.504,468.9518753,
4/24/2019,4,p,7140,298,12.00,4,1953,14,16380,3846,0,,2358,2283.372,469.0571734,
4/24/2019,4,p,7141,298,13.00,4,2047,14,17795,3841,0,,2416,2340.936,460.0572377,
4/24/2019,4,p,7142,298,14.00,4,2297,14,19243,3842,0,,2568,2315.844,462.7328954,
4/24/2019,4,p,7143,298,15.00,4,2517,13,20682,3840,0,,2706,2280.42,458.916569,
4/24/2019,4,p,7144,298,16.00,4,2609,16,22003,3833,2,,2819,2181.528,465.1388817,
4/24/2019,4,p,7145,298,17.00,4,2604,16,23281,3833,0,,3019,1921.752,462.5364092,
4/24/2019,4,p,7146,298,18.00,4,2632,17,23878,3835,0,,2948,1439.1,462.5222834,
4/24/2019,4,p,7147,298,19.00,4,2560,16,23670,3838,0,,2870,695.196,451.4602517,
4/24/2019,4,p,7148,298,20.00,4,2445,17,21958,3834,0,,2782,116.604,453.4643652,
4/24/2019,4,p,7149,298,21.00,4,2440,17,21359,3836,0,,2680,8.856,451.3286293,
4/24/2019,4,p,7150,298,22.00,4,2394,17,19557,3836,0,,2587,2.952,459.4915346,
4/24/2019,4,p,7151,298,23.00,4,2104,17,17281,3841,0,,2217,0,464.1274846,
4/24/2019,4,p,7152,298,24.00,4,2002,17,14506,3842,0,,1903,0,467.5664443,
4/25/2019,4,p,7153,299,1.00,5,1635,18,12575,3839,0,,1762,0,468.4224986,
4/25/2019,4,p,7154,299,2.00,5,1221,18,11170,3841,0,,1648,0,480.9698422,
4/25/2019,4,p,7155,299,3.00,5,1118,17,10176,3844,0,,1618,0,490.2824948,
4/25/2019,4,p,7156,299,4.00,5,1104,18,9699,3845,0,,1495,0,497.9797872,
4/25/2019,4,p,7157,299,5.00,5,1109,18,9743,3842,0,,1481,0,492.9770494,
4/25/2019,4,p,7158,299,6.00,5,1181,18,10599,3845,0,,1691,0,479.6741316,
4/25/2019,4,p,7159,299,7.00,5,1472,18,12204,3843,0,,2043,0,474.7782634,
4/25/2019,4,p,7160,299,8.00,5,1562,18,12868,3846,0,,2278,163.836,471.6616576,
4/25/2019,4,p,7161,299,9.00,5,1689,18,13691,3842,0,,2309,696.672,468.1389691,
4/25/2019,4,p,7162,299,10.00,5,1747,18,15929,3157,106,,2215,1269.36,475.1549544,
4/25/2019,4,p,7163,299,11.00,5,1645,12,17625,2773,2,,2468,1902.564,461.180462,
4/25/2019,4,p,7164,299,12.00,5,2039,16,18758,2774,0,,2646,2028.024,456.0751276,
4/25/2019,4,p,7165,299,13.00,5,2106,18,20392,2772,0,,2720,1998.504,451.9653983,
4/25/2019,4,p,7166,299,14.00,5,2246,18,21843,2769,0,,2723,1982.268,453.5280452,
4/25/2019,4,p,7167,299,15.00,5,2309,19,23038,2768,0,,2744,1867.14,454.7074125,
4/25/2019,4,p,7168,299,16.00,5,2367,19,24175,2766,0,,2737,1760.868,455.1086097,
4/25/2019,4,p,7169,299,17.00,5,2334,19,24777,2766,0,,2746,1456.812,455.9940256,
4/25/2019,4,p,7170,299,18.00,5,2368,20,25039,2766,0,,2535,1127.664,455.2456309,
4/25/2019,4,p,7171,299,19.00,5,2321,20,24767,2763,0,,2151,653.868,450.2314113,
4/25/2019,4,p,7172,299,20.00,5,2150,20,23458,2763,0,,2542,104.796,442.0681125,
4/25/2019,4,p,7173,299,21.00,5,2243,20,22830,2765,0,,2656,0,443.7226979,
4/25/2019,4,p,7174,299,22.00,5,2250,21,21343,2732,0,,2573,0,450.9923071,
4/25/2019,4,p,7175,299,23.00,5,2023,20,18962,2729,0,,2417,0,450.1899604,
4/25/2019,4,p,7176,299,24.00,5,1809,21,16476,2733,0,,2236,0,451.589761,
4/26/2019,4,p,7177,300,1.00,6,1520,21,14648,2732,0,,1714,0,459.7362037,
4/26/2019,4,p,7178,300,2.00,6,1231,21,13267,2733,0,,1651,0,461.227656,
4/26/2019,4,p,7179,300,3.00,6,1104,21,12329,2733,0,,1639,0,468.1007041,
4/26/2019,4,p,7180,300,4.00,6,1081,21,11854,2737,0,,1633,0,468.7654508,
4/26/2019,4,p,7181,300,5.00,6,1089,21,11800,2735,0,,1674,0,468.873036,
4/26/2019,4,p,7182,300,6.00,6,1251,21,12769,2772,0,,1739,0,458.5443982,
4/26/2019,4,p,7183,300,7.00,6,1595,22,14625,2772,0,,1811,0,459.6893502,
4/26/2019,4,p,7184,300,8.00,6,1676,21,15803,2774,0,,1803,100.368,458.6971031,
4/26/2019,4,p,7185,300,9.00,6,1682,21,16941,2772,0,,1974,432.468,453.7551038,
4/26/2019,4,p,7186,300,10.00,6,1817,20,18058,2773,0,,2351,619.92,449.2907412,
4/26/2019,4,p,7187,300,11.00,6,1934,21,19025,2770,0,,2504,735.048,445.3696858,
4/26/2019,4,p,7188,300,12.00,6,1998,21,19664,2772,0,,2647,1071.576,444.8105256,
4/26/2019,4,p,7189,300,13.00,6,2013,20,19984,2769,0,,2723,1325.448,444.9985276,
4/26/2019,4,p,7190,300,14.00,6,2074,21,21086,2765,0,,2706,1672.308,444.6332304,
4/26/2019,4,p,7191,300,15.00,6,2036,20,21907,2768,0,,2691,1858.284,445.9419325,
4/26/2019,4,p,7192,300,16.00,6,2136,21,22433,2766,0,,2668,1877.472,450.2545135,
4/26/2019,4,p,7193,300,17.00,6,2173,21,22594,2764,0,,2691,1738.728,450.0369613,
4/26/2019,4,p,7194,300,18.00,6,2334,21,22551,2764,0,,2680,1233.936,448.7240976,
4/26/2019,4,p,7195,300,19.00,6,2269,21,21967,2765,0,,2711,608.112,445.7149529,
4/26/2019,4,p,7196,300,20.00,6,2110,20,20886,2763,0,,2652,113.652,444.7906898,
4/26/2019,4,p,7197,300,21.00,6,1951,22,21105,2767,3,,2071,85.608,450.082941,
4/26/2019,4,p,7198,300,22.00,6,1771,22,18019,1856,0,,1747,0,452.2656362,
4/26/2019,4,p,7199,300,23.00,6,1642,16,16131,1855,0,,1830,0,448.8199555,
4/26/2019,4,p,7200,300,24.00,6,1658,16,13945,1852,0,,1756,0,451.3799239,
4/27/2019,4,p,7201,301,1.00,7,1405,15,14374,2732,0,,1685,0,460.2834426,
4/27/2019,4,p,7202,301,2.00,7,1253,15,12820,2739,0,,1668,0,473.9774068,
4/27/2019,4,p,7203,301,3.00,7,1199,15,11628,2753,0,,1666,0,488.1410709,
4/27/2019,4,p,7204,301,4.00,7,1108,15,11087,2740,0,,1535,0,496.8994163,
4/27/2019,4,p,7205,301,5.00,7,1089,16,10828,2744,0,,1452,0,498.7464785,
4/27/2019,4,p,7206,301,6.00,7,1100,15,10780,2747,0,,1492,0,502.2768786,
4/27/2019,4,p,7207,301,7.00,7,1173,17,11139,2749,0,,1570,0,498.2674138,
4/27/2019,4,p,7208,301,8.00,7,1241,19,11838,2782,0,,1733,188.928,479.723286,
4/27/2019,4,p,7209,301,9.00,7,1282,18,13472,2784,0,,1853,888.552,471.0535094,
4/27/2019,4,p,7210,301,10.00,7,1450,17,14861,2785,0,,1980,1664.928,454.3513828,
4/27/2019,4,p,7211,301,11.00,7,1549,20,15973,2786,0,,2116,2193.336,449.8767993,
