Coal Type,Region,Generator Type,Count Emissions from Building Powerplant,mix,efficiency,flows,value,unit,direction,type,source,data location
Lignite,WECC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US near future (GREET projection),IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = US
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",ASCC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = ASCC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",FRCC,IGCC - Integrated Gasification Combined Cycle,No,,34.80%,coal,10.34481931,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = FRCC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",HICC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = HICC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",MRO,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = MRO
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",NPCC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = NPCC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",RFC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = RFC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",SERC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = SERC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",SPP,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = SPP
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",TRE,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = TRE
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",WECC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = WECC
Subbituminous,US near future (GREET projection),IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,ASCC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,FRCC,IGCC - Integrated Gasification Combined Cycle,No,,34.80%,coal,10.34481931,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,HICC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,MRO,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,NPCC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,RFC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,SERC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,SPP,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,TRE,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,WECC,IGCC - Integrated Gasification Combined Cycle,No,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Bituminous,US near future (GREET projection),IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = US
Bituminous,ASCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = ASCC
Bituminous,FRCC,IGCC - Integrated Gasification Combined Cycle,Yes,,34.80%,coal,10.34481931,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = FRCC
Bituminous,HICC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = HICC
Bituminous,MRO,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = MRO
Bituminous,NPCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = NPCC
Bituminous,RFC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = RFC
Bituminous,SERC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = SERC
Bituminous,SPP,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = SPP
Bituminous,TRE,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = TRE
Bituminous,WECC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = WECC
Lignite,US near future (GREET projection),IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = US
Lignite,ASCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = ASCC
Lignite,FRCC,IGCC - Integrated Gasification Combined Cycle,Yes,,34.80%,coal,10.34481931,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = FRCC
Lignite,HICC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = HICC
Lignite,MRO,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = MRO
Lignite,NPCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = NPCC
Lignite,RFC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = RFC
Lignite,SERC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = SERC
Lignite,SPP,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = SPP
Lignite,TRE,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = TRE
Lignite,WECC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US near future (GREET projection),IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = US
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",ASCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = ASCC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",FRCC,IGCC - Integrated Gasification Combined Cycle,Yes,,34.80%,coal,10.34481931,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = FRCC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",HICC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = HICC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",MRO,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = MRO
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",NPCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = NPCC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",RFC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = RFC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",SERC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = SERC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",SPP,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = SPP
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",TRE,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = TRE
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",WECC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 = WECC
Subbituminous,US near future (GREET projection),IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,ASCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,FRCC,IGCC - Integrated Gasification Combined Cycle,Yes,,34.80%,coal,10.34481931,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,HICC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,MRO,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,NPCC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,RFC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,SERC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,SPP,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,TRE,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Subbituminous,WECC,IGCC - Integrated Gasification Combined Cycle,Yes,,39.00%,coal,9.230761846,MJ/kWh,input,mass,GREET,Electric tab Row 138 for Coal IGCC when Inputs tab E710 =
Bituminous,US,Boiler (~99% of US coal turbines),No,,0.347455777,voc,1.52962E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),No,,0.347455777,co,0.000126327,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),No,,0.347455777,nox,0.001122813,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),No,,0.347455777,pm10,0.000264246,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),No,,0.347455777,pm2.5,0.000188271,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),No,,0.347455777,sox,0.003071197,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),No,,0.347455777,bc,8.10224E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),No,,0.347455777,oc,1.52498E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),No,,0.347455777,ch4,1.00111E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),No,,0.347455777,n2o,1.54781E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),No,,0.347455777,co2,0.808967443,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,voc,1.60962E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,co,0.000131327,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,nox,0.001124415,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,pm10,0.000265246,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,pm2.5,0.000188271,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,sox,0.003073692,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,bc,8.10306E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,oc,1.52561E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,ch4,1.13111E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,n2o,1.54781E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Bituminous,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,co2,0.809582081,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),No,,0.347455777,voc,1.52962E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),No,,0.347455777,co,0.000126327,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),No,,0.347455777,nox,0.001122813,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),No,,0.347455777,pm10,0.000264246,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),No,,0.347455777,pm2.5,0.000188271,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),No,,0.347455777,sox,0.003071151,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),No,,0.347455777,bc,8.10224E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),No,,0.347455777,oc,1.52498E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),No,,0.347455777,ch4,1.00111E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),No,,0.347455777,n2o,1.54781E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),No,,0.347455777,co2,2.109678755,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,voc,1.60962E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,co,0.000131327,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,nox,0.00112392,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,pm10,0.000265246,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,pm2.5,0.000188369,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,sox,0.003073692,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,bc,8.10306E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,oc,1.52561E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,ch4,1.13111E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,n2o,1.54781E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
Lignite,US,Boiler (~99% of US coal turbines),Yes,,0.347455777,co2,2.111872231,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),No,,0.347455777,voc,1.52962E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),No,,0.347455777,co,0.000126327,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),No,,0.347455777,nox,0.001122813,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),No,,0.347455777,pm10,0.000264246,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),No,,0.347455777,pm2.5,0.000188271,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),No,,0.347455777,sox,0.003071197,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),No,,0.347455777,bc,8.10224E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),No,,0.347455777,oc,1.52498E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),No,,0.347455777,ch4,1.00111E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),No,,0.347455777,n2o,1.54781E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),No,,0.347455777,co2,0.982476295,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),Yes,,0.347455777,voc,1.60962E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),Yes,,0.347455777,co,0.000131327,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),Yes,,0.347455777,nox,0.001125154,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),Yes,,0.347455777,pm10,0.000265246,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",US,Boiler (~99% of US coal turbines),Yes,,0.347455777,pm2.5,0.000188472,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = WECC
