Coal Rank,Generation Region,Generator Type,Include Infrastructure Emissions?,mix,efficiency,flows,value,unit,direction,type,source,data location
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),US,Mix,Yes,99%Boiler_1%IGCC,36.03%,co,6.11E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = US
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),US,Mix,Yes,99%Boiler_1%IGCC,36.03%,nox,0.000361459,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = US
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),US,Mix,Yes,99%Boiler_1%IGCC,36.03%,pm10,6.16E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = US
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),US,Mix,Yes,99%Boiler_1%IGCC,36.03%,pm2.5,4.31E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = US
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),US,Mix,Yes,99%Boiler_1%IGCC,36.03%,sox,2.34E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = US
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),US,Mix,Yes,99%Boiler_1%IGCC,36.03%,bc,1.85E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = US
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),US,Mix,Yes,99%Boiler_1%IGCC,36.03%,oc,3.48E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = US
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),US,Mix,Yes,99%Boiler_1%IGCC,36.03%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = US
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),US,Mix,Yes,99%Boiler_1%IGCC,36.03%,n2o,1.50E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = US
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),US,Mix,Yes,99%Boiler_1%IGCC,36.03%,co2,0.948161337,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = US
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,No,,26.00%,voc,3.20E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,No,,26.00%,co,0.000113,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,No,,26.00%,nox,1.34E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,No,,26.00%,pm10,0.011887003,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,No,,26.00%,pm2.5,3.50E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,No,,26.00%,sox,0.004271001,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,No,,26.00%,bc,1.51E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,No,,26.00%,oc,0.000283824,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,No,,26.00%,ch4,1.40E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,No,,26.00%,n2o,2.10E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,No,,26.00%,co2,1.31E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,Yes,,26.00%,voc,3.28E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,Yes,,26.00%,co,1.18E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,Yes,,26.00%,nox,0.001338829,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,Yes,,26.00%,pm10,1.19E-02,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,Yes,,26.00%,pm2.5,0.003504233,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,Yes,,26.00%,sox,4.27E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,Yes,,26.00%,bc,0.000150676,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,Yes,,26.00%,oc,2.84E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,Yes,,26.00%,ch4,1.53E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,Yes,,26.00%,n2o,2.10E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Boiler,Yes,,26.00%,co2,1.313422403,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,No,,39.00%,voc,9.00E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,No,,39.00%,co,1.51E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,No,,39.00%,nox,2.35E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,No,,39.00%,pm10,2.84E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,No,,39.00%,pm2.5,8.27E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,No,,39.00%,sox,4.91E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,No,,39.00%,bc,3.56E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,No,,39.00%,oc,6.70E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,No,,39.00%,ch4,9.00E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,No,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,No,,39.00%,co2,8.75E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,Yes,,39.00%,voc,1.71E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,Yes,,39.00%,co,2.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,Yes,,39.00%,nox,0.000235828,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,Yes,,39.00%,pm10,2.89E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,Yes,,39.00%,pm2.5,8.50E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,Yes,,39.00%,sox,7.74E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,Yes,,39.00%,bc,3.60E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,Yes,,39.00%,oc,6.79E-07,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,Yes,,39.00%,ch4,1.03E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,Yes,,39.00%,n2o,1.35E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,IGCC,Yes,,39.00%,co2,0.876039646,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,No,100%Boiler_0%IGCC,26.00%,voc,3.20E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,No,100%Boiler_0%IGCC,26.00%,co,0.000113,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,No,100%Boiler_0%IGCC,26.00%,nox,1.34E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,No,100%Boiler_0%IGCC,26.00%,pm10,0.011887003,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,No,100%Boiler_0%IGCC,26.00%,pm2.5,3.50E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,No,100%Boiler_0%IGCC,26.00%,sox,0.004271001,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,No,100%Boiler_0%IGCC,26.00%,bc,1.51E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,No,100%Boiler_0%IGCC,26.00%,oc,0.000283824,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,No,100%Boiler_0%IGCC,26.00%,ch4,1.40E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,No,100%Boiler_0%IGCC,26.00%,n2o,2.10E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,No,100%Boiler_0%IGCC,26.00%,co2,1.31E+00,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,Yes,100%Boiler_0%IGCC,26.00%,voc,3.28E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,Yes,100%Boiler_0%IGCC,26.00%,co,1.18E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,Yes,100%Boiler_0%IGCC,26.00%,nox,0.001338829,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,Yes,100%Boiler_0%IGCC,26.00%,pm10,1.19E-02,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,Yes,100%Boiler_0%IGCC,26.00%,pm2.5,0.003504233,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,Yes,100%Boiler_0%IGCC,26.00%,sox,4.27E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,Yes,100%Boiler_0%IGCC,26.00%,bc,0.000150676,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,Yes,100%Boiler_0%IGCC,26.00%,oc,2.84E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,Yes,100%Boiler_0%IGCC,26.00%,ch4,1.53E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,Yes,100%Boiler_0%IGCC,26.00%,n2o,2.10E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),ASCC,Mix,Yes,100%Boiler_0%IGCC,26.00%,co2,1.313422403,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Mix when Inputs tab E710 = ASCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,No,,34.80%,voc,1.20E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,No,,34.80%,co,9.90E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,No,,34.80%,nox,6.43E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,No,,34.80%,pm10,1.87E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,No,,34.80%,pm2.5,1.31E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,No,,34.80%,sox,1.67E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,No,,34.80%,bc,5.63E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,No,,34.80%,oc,1.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,No,,34.80%,ch4,1.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,No,,34.80%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,No,,34.80%,co2,9.81E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,Yes,,34.80%,voc,1.28E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,Yes,,34.80%,co,1.04E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,Yes,,34.80%,nox,6.44E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,Yes,,34.80%,pm10,1.88E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,Yes,,34.80%,pm2.5,1.31E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,Yes,,34.80%,sox,1.67E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,Yes,,34.80%,bc,5.64E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,Yes,,34.80%,oc,1.06E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,Yes,,34.80%,ch4,1.13E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,Yes,,34.80%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,Boiler,Yes,,34.80%,co2,9.82E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal Boiler when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,No,,34.80%,voc,1.00E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,No,,34.80%,co,1.70E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,No,,34.80%,nox,1.17E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,No,,34.80%,pm10,1.95E-03,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,No,,34.80%,pm2.5,5.68E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,No,,34.80%,sox,4.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,No,,34.80%,bc,2.44E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,No,,34.80%,oc,4.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,No,,34.80%,ch4,1.00E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,No,,34.80%,n2o,1.60E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,No,,34.80%,co2,9.81E-01,kg/kWh,output,mass,GREET,Electric tab Row 144-154 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,Yes,,34.80%,voc,1.81E-06,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,Yes,,34.80%,co,2.25E-05,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = FRCC
Mix (50% bituminous_40% Sub-bituminous_4.4% lignite_5.1% other),FRCC,IGCC,Yes,,34.80%,nox,1.18E-04,kg/kWh,output,mass,GREET,Electric tab Row 144-154 plus Row 188-198 for Coal IGCC when Inputs tab E710 = FRCC
