feed,Generation Region,Generator Type,LWR Sub-Type,Include Infrastructure Emissions?,flows,value,unit,direction,type,source,data location,comment
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,no,uranium,1.15E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,MRO,HTGR,,no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,no,uranium,1.15E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,NPCC,HTGR,,no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,no,uranium,1.15E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,RFC,HTGR,,no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,LWR (Light Water Reactor),BRW (Boiling Water Reactor),no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,no,uranium,1.15E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SERC,HTGR,,no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,uranium,1.44E-07,kg/kWh,input,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,voc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,nox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm10,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,pm2.5,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,sox,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,bc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,oc,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,ch4,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,n2o,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
Nuclear,SPP,LWR (Light Water Reactor),Mix (100% PWR_Pressurized Water Reactor),no,co2,0,kg/kWh,output,mass,GREET,Electric tab Row 188-198 for ASCC PWR when Inputs tab E710 = ASCC,infrastructure emissions
