Feedstock Source,Production Type,Plant Type,Hydrogen Phase,Co-produce Steam,Basis of H2 Production Assumptions,activity,flow_source,flows,flow_breakdown,value,unit,direction,type,Source,comment,data location
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,nox,,-3.71E-05,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification,total,nox,,3.25E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,nox,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,nox,,3.35E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,nox,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,nox,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,nox,,3.35E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,nox,,4.33E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,nox,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,nox,,-8.81E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,nox,,3.34E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,oc,,4.91E-09,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,oc,,6.53E-09,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,oc,,-1.08E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification,total,oc,,4.91E-09,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,oc,,6.53E-09,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,oc,,-2.90E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,pm10,,5.85E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,pm10,,7.77E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,pm10,,-2.59E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification,total,pm10,,5.85E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,pm10,,7.77E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,pm10,,-7.52E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,pm2.5,,2.53E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,pm2.5,,3.37E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,pm2.5,,-2.56E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification,total,pm2.5,,2.53E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,pm2.5,,3.37E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,pm2.5,,-2.59E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,sox,,8.01E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,sox,,0,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,sox,,1.06E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,sox,,-7.52E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification,total,sox,,8.01E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,sox,,1.21E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,sox,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,sox,,1.21E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,sox,,1.06E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,sox,,1.21E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,sox,,-0.000363165,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification,,steam co-generated,,-0.556,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 197
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,voc,evaporation,0.000127221,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,voc,evaporation,0.000127221,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,voc,evaporation,0.000127221,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,voc,,5.24E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,voc,,0,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,voc,,6.97E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,voc,,-6.28E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification,total,voc,,5.24E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,voc,,2.61E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,voc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,voc,,2.61E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,voc,,6.97E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,voc,,2.61E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,voc,,-5.20E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Production,electricity,bc,,7.07E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,bc,,4.57E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Production,electricity,ch4,,0.000312743,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,ch4,,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,ch4,combustion,6.11E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,ch4,combustion,2.56E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Production,electricity,co,,5.65E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,co,,3.95E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,co,,4.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Production,electricity,co2,,0.15767793,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,co2,,0.012890043,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,co2,,0.002444645,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,co2,,0.01289007,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Production,,electricity,,1.25,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Production,electricity,n2o,,2.47E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,n2o,,4.02E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Production,electricity,nox,,0.000110639,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,nox,,5.29E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Production,electricity,oc,,1.67E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,oc,,5.10E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Production,electricity,pm10,,1.99E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,pm10,,3.58E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Production,electricity,pm2.5,,8.61E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,pm2.5,,7.04E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,pm2.5,,2.08E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,pm2.5,,7.04E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Production,electricity,sox,,0.000272108,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,sox,,2.22E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,sox,,3.37E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,sox,,2.22E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Production,electricity,voc,,1.78E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,voc,,1.46E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,voc,,9.70E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,voc,,1.46E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,electricity,bc,,7.07E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,bc,,2.14E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,total,bc,,4.57E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,bc,,1.38E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Electrolysis (HTGR),Electrolysis,Central Plants,Liquid,No,Industry data,G.H2 Production,electricity,ch4,,0.000312743,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
