Feedstock Source,Production Type,Compute Cost,Plant Type,Hydrogen Phase,Co-produce Steam,Basis of H2 Production Assumptions,activity,flow_source,flows,flow_breakdown,value,unit,direction,type,Source,comment,data location
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,,electricity,,0.003054961,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,,feedstock loss,,0.003054961,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,,feedstock loss,,0.003054961,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification: Non-combustion emissions,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,Misc. Items,,2.54E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification: Non-combustion emissions,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,Misc. Items,,2.54E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification: Non-combustion emissions,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,Misc. Items,,2.54E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,electricity,n2o,,2.98E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,n2o,,7.47E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,electricity,n2o,,5.80E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,n2o,,7.47E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,electricity,n2o,,3.88E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,n2o,,7.47E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,n2o,,-4.53E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,total,n2o,,6.70E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification: Non-combustion emissions,total,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,n2o,,7.47E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,total,n2o,,1.64E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification: Non-combustion emissions,total,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,n2o,,7.47E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,total,n2o,,8.71E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification: Non-combustion emissions,total,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,n2o,,-6.39E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,n2o,,7.47E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,,natural gas: process fuel,,0.018105263,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 212
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,,natural gas: process fuel,,0.051779512,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 212
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,,natural gas: process fuel,,0.023524752,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 212
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,electricity,nox,,1.34E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,nox,,3.34E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,electricity,nox,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,nox,,3.34E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,electricity,nox,,1.74E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,nox,,3.34E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,nox,,-2.59E-05,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,total,nox,,2.65E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification: Non-combustion emissions,total,nox,,2.84E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,nox,,3.35E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,total,nox,,6.35E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification: Non-combustion emissions,total,nox,,2.84E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,nox,,3.35E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,total,nox,,3.44E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification: Non-combustion emissions,total,nox,,2.84E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,nox,,-3.48E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,nox,,3.34E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,electricity,oc,,2.01E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,electricity,oc,,3.92E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,electricity,oc,,2.62E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,oc,,-7.54E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,total,oc,,4.85E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification: Non-combustion emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,total,oc,,1.20E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification: Non-combustion emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,total,oc,,6.30E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification: Non-combustion emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,oc,,-3.03E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,electricity,pm10,,2.40E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,electricity,pm10,,4.67E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,electricity,pm10,,3.12E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,pm10,,-1.81E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,total,pm10,,3.08E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification: Non-combustion emissions,total,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,total,pm10,,6.62E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification: Non-combustion emissions,total,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,total,pm10,,4.00E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification: Non-combustion emissions,total,pm10,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,pm10,,-1.32E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,pm10,,6.01E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,electricity,pm2.5,,1.04E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,electricity,pm2.5,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,electricity,pm2.5,,1.35E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,pm2.5,,-1.79E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,total,pm2.5,,1.71E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification: Non-combustion emissions,total,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,total,pm2.5,,3.95E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification: Non-combustion emissions,total,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,total,pm2.5,,2.23E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification: Non-combustion emissions,total,pm2.5,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,pm2.5,,-1.16E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,pm2.5,,2.60E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,electricity,sox,,3.28E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,electricity,sox,,6.39E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,electricity,sox,,4.27E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,sox,,-5.26E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,total,sox,,3.49E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification: Non-combustion emissions,total,sox,,1.55E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,total,sox,,6.97E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification: Non-combustion emissions,total,sox,,1.55E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,total,sox,,4.53E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification: Non-combustion emissions,total,sox,,1.55E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,sox,,-6.37E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,sox,,8.23E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,,steam co-generated,,-0.389,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 197
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification: Non-combustion emissions,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,voc,evaporation,0.000127221,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification: Non-combustion emissions,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,voc,evaporation,0.000127221,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification: Non-combustion emissions,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,voc,evaporation,0.000127221,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,electricity,voc,,2.15E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,electricity,voc,,4.19E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,electricity,voc,,2.80E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,voc,,-4.40E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification,total,voc,,4.36E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,Biomass Gasification: Non-combustion emissions,total,voc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification,total,voc,,1.05E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,Biomass Gasification: Non-combustion emissions,total,voc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification,total,voc,,5.66E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Biomass Gasification: Non-combustion emissions,total,voc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,voc,,-1.63E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Biomass,-,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,voc,,5.39E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,electricity,bc,,2.08E-09,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,electricity,bc,,2.77E-09,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,total,bc,,2.08E-09,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification: Non-Combustion Emissions,total,bc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification,total,bc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification: Non-Combustion Emissions,total,bc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,total,bc,,2.77E-09,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification: Non-Combustion Emissions,total,bc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,bc,,-1.27E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,bc,,5.78E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
