Feedstock Source,Production Type,Compute Cost,Plant Type,Hydrogen Phase,Co-produce Steam,Basis of H2 Production Assumptions,activity,flow_source,flows,flow_breakdown,value,unit,direction,type,Source,comment,data location
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,co2,,0.046544683,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,co2,,-0.010982065,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,co2,,0.012890043,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,,electricity,,0.102186489,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,n2o,,-1.69E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,n2o,,-6.47E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,n2o,,5.26E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,n2o,,-1.69E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,n2o,,2.02E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,,natural gas: process fuel,,0.564972218,MJ/MJ,input,energy,GREET,Primary variable to be passed to midstream stage,Hydrogen tab Row 214
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,,natural gas,,0.826584969,MJ/MJ,input,energy,GREET,Primary variable to be passed to midstream stage,Hydrogen tab Row 195
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,nox,,-9.66E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,nox,,-3.71E-05,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,nox,,1.61E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,nox,,1.56E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,nox,,-9.66E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,nox,,9.04E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,oc,,-2.81E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,oc,,-1.08E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,oc,,8.76E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,oc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,oc,,-2.81E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,oc,,1.36E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,pm10,,-6.76E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,pm10,,-2.59E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,pm10,,1.86E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,pm10,,1.14E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,pm10,,-6.76E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,pm10,,1.62E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,pm2.5,,7.04E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,pm2.5,,-6.68E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,pm2.5,,-2.56E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,pm2.5,,1.84E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,pm2.5,,1.10E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,pm2.5,,-6.68E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,pm2.5,,7.04E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,sox,,2.22E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,sox,,-1.96E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,sox,,-7.52E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,sox,,6.02E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production: Non-Combustion Emissions,total,sox,,2.57E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,sox,,-1.96E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,sox,,2.22E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,,steam co-generated,,-0.145,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,voc,,1.46E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,voc,,-1.64E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,steam,voc,,-6.28E-06,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,voc,,4.93E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Production,total,voc,,9.15E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,voc,,-1.64E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
North American Natural Gas,SMR,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,voc,,1.46E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
