Seqno,state,plant_name,orispl,unit,prime_mover,fuel,online_year,egrid_year,gen,number_of_boiler,genstatus,gen_prime_mover,gen_fuel,capacity_mw,match_score,plant_id
20586,OR,Perennial Wind Chaser Station,59721,GT2,GT,NG,,2018,GT2,0,T,GT,NG,106,1,8696
20587,OR,Perennial Wind Chaser Station,59721,GT3,GT,NG,,2018,GT3,0,T,GT,NG,106,1,8696
20588,OR,Perennial Wind Chaser Station,59721,GT4,GT,NG,,2018,GT4,0,T,GT,NG,106,1,8696
20589,OR,Peters Drive Plant,10324,GEN3,HY,WAT,,2018,GEN3,0,OP,HY,WAT,1.8,1,8697
20590,OR,PHP 1,4213,1,HY,WAT,,2018,1,0,OP,HY,WAT,23.7,1,8698
20591,OR,PHP 2,4214,2,HY,WAT,,2018,2,0,OP,HY,WAT,11.8,1,8699
20592,OR,Poplars Ranch Solar LLC,59890,GEN,PV,SUN,,2018,GEN,0,CN,PV,SUN,16,1,8700
20594,OR,Port Westward Unit 2,58266,1,IC,NG,,2018,1,0,OP,IC,NG,18.8,1,8702
20595,OR,Port Westward Unit 2,58266,10,IC,NG,,2018,10,0,OP,IC,NG,18.8,1,8702
20596,OR,Port Westward Unit 2,58266,11,IC,NG,,2018,11,0,OP,IC,NG,18.8,1,8702
20597,OR,Port Westward Unit 2,58266,12,IC,NG,,2018,12,0,OP,IC,NG,18.8,1,8702
20598,OR,Port Westward Unit 2,58266,2,IC,NG,,2018,2,0,OP,IC,NG,18.8,1,8702
20599,OR,Port Westward Unit 2,58266,3,IC,NG,,2018,3,0,OP,IC,NG,18.8,1,8702
20600,OR,Port Westward Unit 2,58266,4,IC,NG,,2018,4,0,OP,IC,NG,18.8,1,8702
20601,OR,Port Westward Unit 2,58266,5,IC,NG,,2018,5,0,OP,IC,NG,18.8,1,8702
20602,OR,Port Westward Unit 2,58266,6,IC,NG,,2018,6,0,OP,IC,NG,18.8,1,8702
20603,OR,Port Westward Unit 2,58266,7,IC,NG,,2018,7,0,OP,IC,NG,18.8,1,8702
20604,OR,Port Westward Unit 2,58266,8,IC,NG,,2018,8,0,OP,IC,NG,18.8,1,8702
20605,OR,Port Westward Unit 2,58266,9,IC,NG,,2018,9,0,OP,IC,NG,18.8,1,8702
20606,OR,POTB Digester,58591,GEN1,IC,OBG,,2018,GEN1,0,OS,IC,OBG,1,1,8703
20607,OR,Powerdale,3031,1,HY,WAT,,2018,1,0,RE,HY,WAT,6,1,8704
20608,OR,Prospect 1,3032,1,HY,WAT,,2018,1,0,OP,HY,WAT,3.8,1,8705
20609,OR,Prospect 2,3033,1,HY,WAT,,2018,1,0,OP,HY,WAT,16,1,8706
20610,OR,Prospect 2,3033,2,HY,WAT,,2018,2,0,OP,HY,WAT,16,1,8706
20611,OR,Prospect 3,3034,1,HY,WAT,,2018,1,0,OP,HY,WAT,7.2,1,8707
20612,OR,Prospect 4,3035,1,HY,WAT,,2018,1,0,OP,HY,WAT,1,1,8708
20613,OR,Prospector Windfarm (Burnt River),59493,PW,WT,WND,,2018,PW,0,OP,WT,WND,10,1,8709
20614,OR,"Railroad Solar Center, LLC",60333,RSC1,PV,SUN,,2018,RSC1,0,OP,PV,SUN,4.5,1,8710
20615,OR,River Mill,3049,1,HY,WAT,,2018,1,0,OP,HY,WAT,3.3,1,8711
20616,OR,River Mill,3049,2,HY,WAT,,2018,2,0,OP,HY,WAT,3.3,1,8711
,AL,,55440,CTGDB2,CT,NG,,,CTG2,,,CT,NG,,0.857142857,224
20617,OR,River Mill,3049,3,HY,WAT,,2018,3,0,OP,HY,WAT,3.3,1,8711
20618,OR,River Mill,3049,4,HY,WAT,,2018,4,0,OP,HY,WAT,3.9,1,8711
20619,OR,River Mill,3049,5,HY,WAT,,2018,5,0,OP,HY,WAT,5,1,8711
20620,OR,Riverbend Landfill,57019,GEN1,IC,LFG,,2018,GEN1,0,OP,IC,LFG,0.8,1,8712
20621,OR,Riverbend Landfill,57019,GEN2,IC,LFG,,2018,GEN2,0,OP,IC,LFG,0.8,1,8712
20622,OR,Riverbend Landfill,57019,GEN3,IC,LFG,,2018,GEN3,0,OP,IC,LFG,0.8,1,8712
20623,OR,Riverbend Landfill,57019,GEN4,IC,LFG,,2018,GEN4,0,OP,IC,LFG,0.8,1,8712
20624,OR,Riverbend Landfill,57019,GEN5,IC,LFG,,2018,GEN5,0,OP,IC,LFG,0.8,1,8712
20625,OR,Riverbend Landfill,57019,GEN6,IC,LFG,,2018,GEN6,0,OP,IC,LFG,0.8,1,8712
20626,OR,Roseburg LFG,57911,1,IC,LFG,,2018,1,0,OP,IC,LFG,1.6,1,8713
20627,OR,Round Butte,3050,1,HY,WAT,,2018,1,0,OP,HY,WAT,112.5,1,8714
20628,OR,Round Butte,3050,2,HY,WAT,,2018,2,0,OP,HY,WAT,130,1,8714
20629,OR,Round Butte,3050,3,HY,WAT,,2018,3,0,OP,HY,WAT,130,1,8714
20630,OR,Salem Smart Power Center,60441,SSPC,BA,MWH,,2018,SSPC,0,SB,BA,MWH,5,1,8715
20631,OR,Sand Ranch Windfarm LLC,56973,1,WT,WND,,2018,1,0,OP,WT,WND,9.9,1,8716
20632,OR,Seneca Sustainable Energy LLC,57457,1,ST,WDS,,2018,1,1,OP,ST,WDS,19.8,1,8717
20633,OR,Sheep Solar,61830,PGRC8,PV,SUN,,2018,PGRC8,0,OP,PV,SUN,2.2,1,8718
20634,OR,"Shell New Energies, Junction City",59704,JCBIO,GT,OBG,,2018,JCBIO,0,OP,GT,OBG,1.6,1,8719
20635,OR,Short Mountain,7413,1,IC,LFG,,2018,1,0,OP,IC,LFG,0.8,1,8720
20636,OR,Short Mountain,7413,2,IC,LFG,,2018,2,0,OP,IC,LFG,0.8,1,8720
20637,OR,Short Mountain,7413,3,IC,LFG,,2018,3,0,OP,IC,LFG,0.8,1,8720
20638,OR,Short Mountain,7413,4,IC,LFG,,2018,4,0,OP,IC,LFG,0.8,1,8720
20639,OR,Silverton Solar,61829,PGRC7,PV,SUN,,2018,PGRC7,0,OP,PV,SUN,2.2,1,8721
20640,OR,Siphon Power Project,50980,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,2.7,1,8722
20641,OR,Siphon Power Project,50980,GEN2,HY,WAT,,2018,GEN2,0,OP,HY,WAT,2.7,1,8722
20642,OR,Slide Creek,3036,1,HY,WAT,,2018,1,0,OP,HY,WAT,18,1,8723
20643,OR,Soda Springs,3037,1,HY,WAT,,2018,1,0,OP,HY,WAT,11,1,8724
20644,OR,Solar Star Oregon II,61048,PV1,PV,SUN,,2018,PV1,0,OP,PV,SUN,56.3,1,8725
20645,OR,South Hurlburt Wind LLC,57549,SOUTH,WT,WND,,2018,SOUTH,0,OP,WT,WND,290,1,8726
20646,OR,Sprague Hydro,10737,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,1.2,1,8727
20647,OR,Star Point Wind Project LLC,57096,1,WT,WND,,2018,1,0,OP,WT,WND,98.7,1,8728
20648,OR,"Steel Bridge Solar, LLC",60057,STEEL,PV,SUN,,2018,STEEL,0,OP,PV,SUN,2.3,1,8729
20649,OR,Stone Creek,7508,1,HY,WAT,,2018,1,0,OP,HY,WAT,12,1,8730
20650,OR,Sullivan,3053,1,HY,WAT,,2018,1,0,OP,HY,WAT,1.2,1,8731
20651,OR,Sullivan,3053,10,HY,WAT,,2018,10,0,OP,HY,WAT,1.2,1,8731
20652,OR,Sullivan,3053,11,HY,WAT,,2018,11,0,OP,HY,WAT,1.2,1,8731
20653,OR,Sullivan,3053,12,HY,WAT,,2018,12,0,OP,HY,WAT,1.2,1,8731
20654,OR,Sullivan,3053,13,HY,WAT,,2018,13,0,OP,HY,WAT,1.2,1,8731
20655,OR,Sullivan,3053,2,HY,WAT,,2018,2,0,OP,HY,WAT,1.2,1,8731
20656,OR,Sullivan,3053,3,HY,WAT,,2018,3,0,OP,HY,WAT,1.2,1,8731
20657,OR,Sullivan,3053,4,HY,WAT,,2018,4,0,OP,HY,WAT,1.2,1,8731
20658,OR,Sullivan,3053,5,HY,WAT,,2018,5,0,OP,HY,WAT,1.2,1,8731
20659,OR,Sullivan,3053,6,HY,WAT,,2018,6,0,OP,HY,WAT,1.2,1,8731
20660,OR,Sullivan,3053,7,HY,WAT,,2018,7,0,OP,HY,WAT,1.2,1,8731
20661,OR,Sullivan,3053,8,HY,WAT,,2018,8,0,OP,HY,WAT,1.2,1,8731
20662,OR,Sullivan,3053,9,HY,WAT,,2018,9,0,OP,HY,WAT,1,1,8731
20663,OR,Summit Ridge I Wind Farm,58894,SRWF,WT,WND,,2018,SRWF,0,P,WT,WND,192,1,8732
20664,OR,The Dalles,3895,1,HY,WAT,,2018,1,0,OP,HY,WAT,78,1,8733
20665,OR,The Dalles,3895,10,HY,WAT,,2018,10,0,OP,HY,WAT,78,1,8733
20666,OR,The Dalles,3895,11,HY,WAT,,2018,11,0,OP,HY,WAT,78,1,8733
20667,OR,The Dalles,3895,12,HY,WAT,,2018,12,0,OA,HY,WAT,78,1,8733
20668,OR,The Dalles,3895,13,HY,WAT,,2018,13,0,OP,HY,WAT,78,1,8733
20669,OR,The Dalles,3895,14,HY,WAT,,2018,14,0,OP,HY,WAT,78,1,8733
20670,OR,The Dalles,3895,15,HY,WAT,,2018,15,0,OP,HY,WAT,86,1,8733
20671,OR,The Dalles,3895,16,HY,WAT,,2018,16,0,OA,HY,WAT,86,1,8733
20672,OR,The Dalles,3895,17,HY,WAT,,2018,17,0,OP,HY,WAT,86,1,8733
20673,OR,The Dalles,3895,18,HY,WAT,,2018,18,0,OP,HY,WAT,86,1,8733
20674,OR,The Dalles,3895,19,HY,WAT,,2018,19,0,OA,HY,WAT,86,1,8733
20675,OR,The Dalles,3895,2,HY,WAT,,2018,2,0,OP,HY,WAT,78,1,8733
20676,OR,The Dalles,3895,20,HY,WAT,,2018,20,0,OA,HY,WAT,86,1,8733
20677,OR,The Dalles,3895,21,HY,WAT,,2018,21,0,OP,HY,WAT,86,1,8733
20678,OR,The Dalles,3895,22,HY,WAT,,2018,22,0,OP,HY,WAT,86,1,8733
20679,OR,The Dalles,3895,3,HY,WAT,,2018,3,0,OP,HY,WAT,78,1,8733
20680,OR,The Dalles,3895,4,HY,WAT,,2018,4,0,OP,HY,WAT,78,1,8733
20681,OR,The Dalles,3895,5,HY,WAT,,2018,5,0,OP,HY,WAT,89.7,1,8733
20682,OR,The Dalles,3895,6,HY,WAT,,2018,6,0,OP,HY,WAT,78,1,8733
20683,OR,The Dalles,3895,7,HY,WAT,,2018,7,0,OP,HY,WAT,78,1,8733
20684,OR,The Dalles,3895,8,HY,WAT,,2018,8,0,OP,HY,WAT,78,1,8733
20685,OR,The Dalles,3895,9,HY,WAT,,2018,9,0,OP,HY,WAT,78,1,8733
20686,OR,The Dalles,3895,F1,HY,WAT,,2018,F1,0,OP,HY,WAT,14,1,8733
20687,OR,The Dalles,3895,F2,HY,WAT,,2018,F2,0,OP,HY,WAT,14,1,8733
20688,OR,Threemile Canyon,56933,1,WT,WND,,2018,1,0,OP,WT,WND,9.9,1,8734
20689,OR,Threemile Digester,58382,GEN1,IC,OBG,,2018,GEN1,0,OP,IC,OBG,1.6,1,8735
20690,OR,Threemile Digester,58382,GEN2,IC,OBG,,2018,GEN2,0,OP,IC,OBG,1.6,1,8735
20691,OR,Threemile Digester,58382,GEN3,IC,OBG,,2018,GEN3,0,OP,IC,OBG,1.6,1,8735
20692,OR,"Thunderegg Solar Center, LLC",60334,TSC1,PV,SUN,,2018,TSC1,0,OP,PV,SUN,10,1,8736
20693,OR,Timothy Lake Powerhouse,60868,1,HY,WAT,,2018,1,0,OP,HY,WAT,1.2,1,8737
20694,OR,Toketee Falls,3040,1,HY,WAT,,2018,1,0,OP,HY,WAT,14.2,1,8738
20695,OR,Toketee Falls,3040,2,HY,WAT,,2018,2,0,OP,HY,WAT,14.2,1,8738
20696,OR,Toketee Falls,3040,3,HY,WAT,,2018,3,0,OP,HY,WAT,14.2,1,8738
20697,OR,"Tumbleweed Solar, LLC",61580,TUMBL,PV,SUN,,2018,TUMBL,0,OP,PV,SUN,9.9,1,8739
20698,OR,Tunnel 1 Power Project,50362,GEN1,HY,WAT,,2018,GEN1,0,SB,HY,WAT,7,1,8740
20701,OR,"Vale Air Solar Center, LLC",60335,VASC1,PV,SUN,,2018,VASC1,0,OP,PV,SUN,10,1,8742
20702,OR,Vale Solar Center,61856,VALE,PV,SUN,,2018,VALE,0,P,PV,SUN,3,1,8743
20703,OR,Valley Creek Solar,61828,PGRC6,PV,SUN,,2018,PGRC6,0,OP,PV,SUN,2.2,1,8744
20704,OR,Vansycle,55125,WGNS,WT,WND,,2018,WGNS,0,OP,WT,WND,25,1,8745
20705,OR,Vansycle II Wind Energy Center,58324,SIE23,WT,WND,,2018,SIE23,0,OP,WT,WND,98.9,1,8746
20706,OR,Wagon Trail LLC,56974,1,WT,WND,,2018,1,0,OP,WT,WND,3.3,1,8747
20707,OR,Wallowa Falls,3041,1,HY,WAT,,2018,1,0,OP,HY,WAT,1.1,1,8748
20708,OR,Walterville,3071,1,HY,WAT,,2018,1,0,OP,HY,WAT,8,1,8749
20709,OR,Ward Butte Windfarm LLC,56975,1,WT,WND,,2018,1,0,OP,WT,WND,6.6,1,8750
20710,OR,Warm Springs Power Enterprises,54721,1,HY,WAT,,2018,1,0,OP,HY,WAT,19.6,1,8751
20711,OR,Waste Management Columbia Ridge LFGTE,57015,GEN1,IC,LFG,,2018,GEN1,0,OP,IC,LFG,0.8,1,8752
20712,OR,Waste Management Columbia Ridge LFGTE,57015,GEN10,IC,LFG,,2018,GEN10,0,OP,IC,LFG,1.6,1,8752
20713,OR,Waste Management Columbia Ridge LFGTE,57015,GEN11,IC,LFG,,2018,GEN11,0,OP,IC,LFG,1.6,1,8752
20714,OR,Waste Management Columbia Ridge LFGTE,57015,GEN12,IC,LFG,,2018,GEN12,0,OP,IC,LFG,1.6,1,8752
20715,OR,Waste Management Columbia Ridge LFGTE,57015,GEN2,IC,LFG,,2018,GEN2,0,OP,IC,LFG,0.8,1,8752
20716,OR,Waste Management Columbia Ridge LFGTE,57015,GEN3,IC,LFG,,2018,GEN3,0,OP,IC,LFG,0.8,1,8752
20717,OR,Waste Management Columbia Ridge LFGTE,57015,GEN4,IC,LFG,,2018,GEN4,0,OP,IC,LFG,0.8,1,8752
20718,OR,Waste Management Columbia Ridge LFGTE,57015,GEN5,IC,LFG,,2018,GEN5,0,OP,IC,LFG,0.8,1,8752
20719,OR,Waste Management Columbia Ridge LFGTE,57015,GEN6,IC,LFG,,2018,GEN6,0,OP,IC,LFG,0.8,1,8752
20720,OR,Waste Management Columbia Ridge LFGTE,57015,GEN7,IC,LFG,,2018,GEN7,0,OP,IC,LFG,0.8,1,8752
20721,OR,Waste Management Columbia Ridge LFGTE,57015,GEN8,IC,LFG,,2018,GEN8,0,OP,IC,LFG,0.8,1,8752
20722,OR,Waste Management Columbia Ridge LFGTE,57015,GEN9,IC,LFG,,2018,GEN9,0,OP,IC,LFG,1.6,1,8752
20723,OR,Wheat Field Wind Power Project,56854,GEN1,WT,WND,,2018,GEN1,0,OP,WT,WND,97,1,8753
20724,OR,Wheatridge,62745,BTRY,BA,MWH,,2018,BTRY,0,L,BA,MWH,30,1,8754
20725,OR,Wheatridge,62745,SOLAR,PV,SUN,,2018,SOLAR,0,L,PV,SUN,50,1,8754
20726,OR,Wheatridge,62745,WIND,WT,WND,,2018,WIND,0,L,WT,WND,300,1,8754
20727,OR,Willow Creek Energy Center,56952,1,WT,WND,,2018,1,0,OP,WT,WND,72,1,8755
20728,OR,Willow Spring Windfarm (Burnt River),59494,WSW,WT,WND,,2018,WSW,0,OP,WT,WND,10,1,8756
20729,OR,Woodline Solar,61559,PGRD5,PV,SUN,,2018,PGRD5,0,OP,PV,SUN,8,1,8757
20730,OR,WyEast Solar,61345,PV1,PV,SUN,,2018,PV1,0,OP,PV,SUN,10,1,8758
20731,OR,Yamhill Solar LLC,57652,1,PV,SUN,,2018,1,0,OP,PV,SUN,1,1,8759
20732,PA,500 Virginia Solar,57640,1,PV,SUN,,2018,1,0,OP,PV,SUN,1,1,8760
20733,PA,AES ADA Energy Storage Array,60811,ADA,BA,MWH,,2018,ADA,0,RE,BA,MWH,2,1,8761
20734,PA,Allegheny Energy Units 1 & 2,55196,1,GT,NG,1999,2018,UNT1,0,OP,GT,NG,43.8,0.666666667,8762
20735,PA,Allegheny Energy Units 1 & 2,55196,2,GT,NG,1999,2018,UNT2,0,OP,GT,NG,43.8,0.666666667,8762
20738,PA,Allegheny Energy Units 8 & 9,55377,8,GT,NG,2000,2018,UNT8,0,OP,GT,NG,43.8,0.666666667,8764
20739,PA,Allegheny Energy Units 8 & 9,55377,9,GT,NG,2000,2018,UNT9,0,OP,GT,NG,43.8,0.666666667,8764
20740,PA,Allegheny Hydro No 8,50897,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,6.8,1,8765
20741,PA,Allegheny Hydro No 8,50897,GEN2,HY,WAT,,2018,GEN2,0,OP,HY,WAT,6.8,1,8765
20742,PA,Allegheny Hydro No 9,50898,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,8.9,1,8766
20743,PA,Allegheny Hydro No 9,50898,GEN2,HY,WAT,,2018,GEN2,0,OP,HY,WAT,8.9,1,8766
20744,PA,Allegheny L&D2 Hydroelectric Project,62401,NA1,HY,WAT,,2018,NA1,0,P,HY,WAT,4.5,1,8767
20745,PA,Allegheny L&D2 Hydroelectric Project,62401,NA2,HY,WAT,,2018,NA2,0,P,HY,WAT,4.5,1,8767
20746,PA,Allegheny No 6 Hydro Station,50894,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,4.6,1,8768
20747,PA,Allegheny No 6 Hydro Station,50894,GEN2,HY,WAT,,2018,GEN2,0,OP,HY,WAT,4.6,1,8768
20748,PA,Allegheny No. 5 Hydro Station,50893,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,4.6,1,8769
20749,PA,Allegheny No. 5 Hydro Station,50893,GEN2,HY,WAT,,2018,GEN2,0,OP,HY,WAT,4.6,1,8769
20750,PA,Allegheny Ridge Wind Farm,56451,1,WT,WND,,2018,1,0,OP,WT,WND,80,1,8770
20751,PA,Allenwood,57581,1,IC,LFG,,2018,1,0,OP,IC,LFG,1.6,1,8771
20752,PA,Allenwood,57581,2,IC,LFG,,2018,2,0,OP,IC,LFG,1.6,1,8771
20753,PA,Alpaca,58813,1,IC,NG,,2018,1,0,OP,IC,NG,7,1,8772
20754,PA,Alpaca,58813,2,IC,NG,,2018,2,0,OP,IC,NG,7,1,8772
20755,PA,Alpaca,58813,3,IC,NG,,2018,3,0,OP,IC,NG,7,1,8772
20756,PA,Alpaca,58813,GEN1,IC,NG,,2018,GEN1,0,IP,IC,NG,4.4,1,8772
20757,PA,Alpaca,58813,GEN2,IC,NG,,2018,GEN2,0,IP,IC,NG,4.4,1,8772
20758,PA,Alpaca,58813,GEN3,IC,NG,,2018,GEN3,0,IP,IC,NG,4.4,1,8772
20759,PA,Alpaca,58813,GEN4,IC,NG,,2018,GEN4,0,IP,IC,NG,4.4,1,8772
20760,PA,Alpaca,58813,GEN5,IC,NG,,2018,GEN5,0,IP,IC,NG,4.4,1,8772
20761,PA,Amity Energy LLC,59418,1,IC,NG,,2018,1,0,L,IC,NG,7,1,8773
20762,PA,Amity Energy LLC,59418,2,IC,NG,,2018,2,0,L,IC,NG,7,1,8773
20763,PA,Amity Energy LLC,59418,3,IC,NG,,2018,3,0,L,IC,NG,7,1,8773
20764,PA,Amity Energy LLC,59418,GEN1,IC,NG,,2018,GEN1,0,IP,IC,NG,4.4,1,8773
20765,PA,Amity Energy LLC,59418,GEN2,IC,NG,,2018,GEN2,0,IP,IC,NG,4.4,1,8773
20766,PA,Amity Energy LLC,59418,GEN3,IC,NG,,2018,GEN3,0,IP,IC,NG,4.4,1,8773
20767,PA,Amity Energy LLC,59418,GEN4,IC,NG,,2018,GEN4,0,IP,IC,NG,4.4,1,8773
20768,PA,Amity Energy LLC,59418,GEN5,IC,NG,,2018,GEN5,0,IP,IC,NG,4.4,1,8773
20769,PA,Anchor Energy,61304,GEN1,IC,NG,,2018,GEN1,0,P,IC,NG,4.4,1,8774
20770,PA,Anchor Energy,61304,GEN2,IC,NG,,2018,GEN2,0,P,IC,NG,4.4,1,8774
20771,PA,Anchor Energy,61304,GEN3,IC,NG,,2018,GEN3,0,P,IC,NG,4.4,1,8774
20772,PA,Anchor Energy,61304,GEN4,IC,NG,,2018,GEN4,0,P,IC,NG,4.4,1,8774
20773,PA,Anchor Energy,61304,GEN5,IC,NG,,2018,GEN5,0,P,IC,NG,4.4,1,8774
20774,PA,Aqua Ingrams Mill,57280,1,PV,SUN,,2018,1,0,OP,PV,SUN,1,1,8775
20775,PA,Armenia Mountain Wind Farm,57044,1,WT,WND,,2018,1,0,OP,WT,WND,100.5,1,8776
20776,PA,"Armstrong Power, LLC",55347,1,GT,NG,2002,2018,1,0,OP,GT,NG,172,1,8777
20777,PA,"Armstrong Power, LLC",55347,2,GT,NG,2002,2018,2,0,OP,GT,NG,172,1,8777
20778,PA,"Armstrong Power, LLC",55347,3,GT,NG,2002,2018,3,0,OP,GT,NG,172,1,8777
20779,PA,"Armstrong Power, LLC",55347,4,GT,NG,2002,2018,4,0,OP,GT,NG,172,1,8777
20780,PA,Bayles,58816,1,IC,NG,,2018,1,0,IP,IC,NG,7,1,8778
20781,PA,Bayles,58816,2,IC,NG,,2018,2,0,IP,IC,NG,7,1,8778
20782,PA,Bayles,58816,3,IC,NG,,2018,3,0,IP,IC,NG,7,1,8778
20783,PA,Bayles,58816,GEN1,IC,NG,,2018,GEN1,0,IP,IC,NG,4.4,1,8778
20784,PA,Bayles,58816,GEN2,IC,NG,,2018,GEN2,0,IP,IC,NG,4.4,1,8778
20785,PA,Bayles,58816,GEN3,IC,NG,,2018,GEN3,0,IP,IC,NG,4.4,1,8778
20786,PA,Bayles,58816,GEN4,IC,NG,,2018,GEN4,0,IP,IC,NG,4.4,1,8778
20787,PA,Bayles,58816,GEN5,IC,NG,,2018,GEN5,0,IP,IC,NG,4.4,1,8778
20788,PA,Beaver Dam,58811,GEN1,IC,NG,,2018,GEN1,0,OP,IC,NG,4.4,1,8779
20789,PA,Beaver Dam,58811,GEN2,IC,NG,,2018,GEN2,0,OP,IC,NG,4.4,1,8779
20790,PA,Beaver Dam,58811,GEN3,IC,NG,,2018,GEN3,0,OP,IC,NG,4.4,1,8779
20791,PA,Beaver Dam,58811,GEN4,IC,NG,,2018,GEN4,0,OP,IC,NG,4.4,1,8779
20792,PA,Beaver Dam,58811,GEN5,IC,NG,,2018,GEN5,0,OP,IC,NG,4.4,1,8779
20793,PA,Beaver Solar LLC,59546,PV1,PV,SUN,,2018,PV1,0,OP,PV,SUN,1.3,1,8780
20794,PA,Beaver Valley,6040,1,ST,NUC,,2018,1,1,OP,ST,NUC,923.4,1,8781
20795,PA,Beaver Valley,6040,2,ST,NUC,,2018,2,1,OP,ST,NUC,923.4,1,8781
20796,PA,Beaver Valley Patterson Dam,10546,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,0.4,1,8782
20797,PA,Beaver Valley Patterson Dam,10546,GEN2,HY,WAT,,2018,GEN2,0,OP,HY,WAT,0.4,1,8782
20798,PA,Beaver Valley Patterson Dam,10546,GEN3,HY,WAT,,2018,GEN3,0,OP,HY,WAT,0.4,1,8782
20805,PA,Bethlehem Renewable Energy LLC,56572,1,GT,LFG,,2018,1,0,OP,GT,LFG,5.5,1,8784
20806,PA,Big Level Wind,60551,BLW01,WT,WND,,2018,BLW01,0,U,WT,WND,90,1,8785
20807,PA,Birdsboro Power,61035,GEN1,CS,NG,,2018,GEN1,1,V,CS,NG,525,1,8786
20808,PA,Blossburg,3120,1,GT,NG,,2018,1,0,OP,GT,NG,24,1,8787
20809,PA,Blue Ridge Landfill,57466,GEN1,IC,LFG,,2018,GEN1,0,OP,IC,LFG,1.6,1,8788
20810,PA,Blue Ridge Landfill,57466,GEN2,IC,LFG,,2018,GEN2,0,OP,IC,LFG,1.6,1,8788
20811,PA,Blue Ridge Landfill,57466,GEN3,IC,LFG,,2018,GEN3,0,OP,IC,LFG,1.6,1,8788
20812,PA,Blue Ridge Landfill,57466,GEN4,IC,LFG,,2018,GEN4,0,OP,IC,LFG,1.6,1,8788
20813,PA,Braddock Lock and Dam,59091,GEN1,HY,WAT,,2018,GEN1,0,L,HY,WAT,5.3,1,8789
20814,PA,Broad Mountain,56911,GEN1,GT,LFG,,2018,GEN1,0,OP,GT,LFG,5.5,1,8790
20815,PA,Broad Mountain,56911,GEN2,GT,LFG,,2018,GEN2,0,OP,GT,LFG,5.5,1,8790
20816,PA,Bruce Mansfield,6094,1,ST,RC,1975,2018,1,1,OP,ST,RC,913.7,1,8791
20817,PA,Bruce Mansfield,6094,2,ST,RC,1977,2018,2,1,OP,ST,RC,913.7,1,8791
20818,PA,Bruce Mansfield,6094,3,ST,RC,1980,2018,3,1,OP,ST,RC,913.7,1,8791
20829,PA,CASD Solar,57668,CASDE,PV,SUN,,2018,CASDE,0,OP,PV,SUN,0.9,1,8796
20830,PA,CASD Solar,57668,CASDW,PV,SUN,,2018,CASDW,0,OP,PV,SUN,0.4,1,8796
20831,PA,Casselman Wind Power Project,56369,1,WT,WND,,2018,1,0,OP,WT,WND,34.5,1,8797
20832,PA,Chambersburg Units 12 & 13,55654,12,GT,NG,2001,2018,UN12,0,OP,GT,NG,43.8,0.8,8798
20833,PA,Chambersburg Units 12 & 13,55654,13,GT,NG,2001,2018,UN13,0,OP,GT,NG,43.8,0.8,8798
20834,PA,Chester Generating Station,3157,7,GT,DFO,,2018,7,0,OP,GT,DFO,18.6,1,8799
20835,PA,Chester Generating Station,3157,8,GT,DFO,,2018,8,0,OP,GT,DFO,18.6,1,8799
20836,PA,Chester Generating Station,3157,9,GT,DFO,,2018,9,0,OP,GT,DFO,18.6,1,8799
20837,PA,Chestnut Flats Wind Farm,57268,1,WT,WND,,2018,1,0,OP,WT,WND,38,1,8800
20838,PA,Cheswick,8226,1,ST,BIT,1970,2018,1,1,OP,ST,BIT,637,1,8801
20839,PA,Colver Power Project,10143,AAB01,ST,WC,1995,2018,COLV,1,OP,ST,WC,118,0.307692308,8802
20840,PA,Conemaugh,3118,1,ST,BIT,1970,2018,1,1,OP,ST,BIT,975.5,1,8803
20841,PA,Conemaugh,3118,2,ST,BIT,1971,2018,2,1,OP,ST,BIT,975.5,1,8803
20842,PA,Conemaugh Hydro Plant,52173,GEN1,HY,WAT,,2018,GEN1,0,OP,HY,WAT,7.5,1,8804
20843,PA,Conemaugh Hydro Plant,52173,GEN2,HY,WAT,,2018,GEN2,0,OP,HY,WAT,7.5,1,8804
20855,PA,Crayola Solar Project,57216,1,PV,SUN,,2018,1,0,OP,PV,SUN,1,1,8808
20856,PA,Crayola Solar Project,57216,2,PV,SUN,,2018,2,0,OP,PV,SUN,1,1,8808
20857,PA,Crayola Solar Project,57216,3,PV,SUN,,2018,3,0,OP,PV,SUN,0.8,1,8808
20858,PA,Cromby Generating Station,3159,1,ST,BIT,,2018,1,1,RE,ST,BIT,187.5,1,8809
20859,PA,Cromby Generating Station,3159,2,ST,RFO,,2018,2,1,RE,ST,RFO,230,1,8809
20860,PA,Cromby Generating Station,3159,ICI,IC,DFO,,2018,ICI,0,RE,IC,DFO,2.7,1,8809
20861,PA,Croydon Generating Station,8012,11,GT,DFO,1974,2018,11,0,OP,GT,DFO,68.3,1,8810
20862,PA,Croydon Generating Station,8012,12,GT,DFO,1974,2018,12,0,OP,GT,DFO,68.3,1,8810
