Balancing Authority,Date,Averaged Demand (MwH)
MISO,04/11/2020 7:00:00 PM 19,58523
MISO,04/11/2020 8:00:00 PM 20,59146
MISO,04/11/2020 9:00:00 PM 21,59764
MISO,04/11/2020 10:00:00 PM 22,58058
MISO,04/11/2020 11:00:00 PM 23,55850
MISO,04/12/2020 12:00:00 AM 24,53832
MISO,04/12/2020 1:00:00 AM 1,52875
MISO,04/12/2020 2:00:00 AM 2,52462
MISO,04/12/2020 3:00:00 AM 3,51812
MISO,04/12/2020 4:00:00 AM 4,51378
MISO,04/12/2020 5:00:00 AM 5,51608
MISO,04/12/2020 6:00:00 AM 6,51722
MISO,04/12/2020 7:00:00 AM 7,52412
MISO,04/12/2020 8:00:00 AM 8,52696
MISO,04/12/2020 9:00:00 AM 9,55083
MISO,04/12/2020 10:00:00 AM 10,57341
MISO,04/12/2020 11:00:00 AM 11,59174
MISO,04/12/2020 12:00:00 PM 12,60493
MISO,04/12/2020 1:00:00 PM 13,61061
MISO,04/12/2020 2:00:00 PM 14,60883
MISO,04/12/2020 3:00:00 PM 15,60698
MISO,04/12/2020 4:00:00 PM 16,60809
MISO,04/12/2020 5:00:00 PM 17,61166
MISO,04/12/2020 6:00:00 PM 18,61267
MISO,04/12/2020 7:00:00 PM 19,61048
MISO,04/12/2020 8:00:00 PM 20,61130
MISO,04/12/2020 9:00:00 PM 21,61174
MISO,04/12/2020 10:00:00 PM 22,59585
MISO,04/12/2020 11:00:00 PM 23,57264
MISO,04/13/2020 12:00:00 AM 24,55237
MISO,04/13/2020 1:00:00 AM 1,54222
MISO,04/13/2020 2:00:00 AM 2,53811
MISO,04/13/2020 3:00:00 AM 3,53385
MISO,04/13/2020 4:00:00 AM 4,53469
MISO,04/13/2020 5:00:00 AM 5,53865
MISO,04/13/2020 6:00:00 AM 6,56012
MISO,04/13/2020 7:00:00 AM 7,59229
MISO,04/13/2020 8:00:00 AM 8,62345
MISO,04/13/2020 9:00:00 AM 9,64429
MISO,04/13/2020 10:00:00 AM 10,65805
MISO,04/13/2020 11:00:00 AM 11,66664
MISO,04/13/2020 12:00:00 PM 12,66821
MISO,04/13/2020 1:00:00 PM 13,66744
MISO,04/13/2020 2:00:00 PM 14,66231
MISO,04/13/2020 3:00:00 PM 15,65285
MISO,04/13/2020 4:00:00 PM 16,64495
MISO,04/13/2020 5:00:00 PM 17,64309
MISO,04/13/2020 6:00:00 PM 18,64575
MISO,04/13/2020 7:00:00 PM 19,64784
MISO,04/13/2020 8:00:00 PM 20,65415
MISO,04/13/2020 9:00:00 PM 21,66498
MISO,04/13/2020 10:00:00 PM 22,64596
MISO,04/13/2020 11:00:00 PM 23,62361
MISO,04/14/2020 12:00:00 AM 24,60314
MISO,04/14/2020 1:00:00 AM 1,58746
MISO,04/14/2020 2:00:00 AM 2,58326
MISO,04/14/2020 3:00:00 AM 3,58080
MISO,04/14/2020 4:00:00 AM 4,58170
MISO,04/14/2020 5:00:00 AM 5,58033
MISO,04/14/2020 6:00:00 AM 6,60387
MISO,04/14/2020 7:00:00 AM 7,63805
MISO,04/14/2020 8:00:00 AM 8,66194
MISO,04/14/2020 9:00:00 AM 9,67378
MISO,04/14/2020 10:00:00 AM 10,67268
MISO,04/14/2020 11:00:00 AM 11,67190
MISO,04/14/2020 12:00:00 PM 12,67058
MISO,04/14/2020 1:00:00 PM 13,66476
MISO,04/14/2020 2:00:00 PM 14,65689
MISO,04/14/2020 3:00:00 PM 15,65007
MISO,04/14/2020 4:00:00 PM 16,64725
MISO,04/14/2020 5:00:00 PM 17,64789
MISO,04/14/2020 6:00:00 PM 18,64930
MISO,04/14/2020 7:00:00 PM 19,64401
MISO,04/14/2020 8:00:00 PM 20,65281
MISO,04/14/2020 9:00:00 PM 21,66566
MISO,04/14/2020 10:00:00 PM 22,65066
MISO,04/14/2020 11:00:00 PM 23,63125
MISO,04/15/2020 12:00:00 AM 24,61572
MISO,04/15/2020 1:00:00 AM 1,60039
MISO,04/15/2020 2:00:00 AM 2,59764
MISO,04/15/2020 3:00:00 AM 3,59599
MISO,04/15/2020 4:00:00 AM 4,59729
MISO,04/15/2020 5:00:00 AM 5,59609
MISO,04/15/2020 6:00:00 AM 6,62051
MISO,04/15/2020 7:00:00 AM 7,65296
MISO,04/15/2020 8:00:00 AM 8,67261
MISO,04/15/2020 9:00:00 AM 9,67735
MISO,04/15/2020 10:00:00 AM 10,67463
MISO,04/15/2020 11:00:00 AM 11,67211
MISO,04/15/2020 12:00:00 PM 12,66864
MISO,04/15/2020 1:00:00 PM 13,66183
MISO,04/15/2020 2:00:00 PM 14,65521
MISO,04/15/2020 3:00:00 PM 15,64311
MISO,04/15/2020 4:00:00 PM 16,63322
MISO,04/15/2020 5:00:00 PM 17,63185
MISO,04/15/2020 6:00:00 PM 18,63162
MISO,04/15/2020 7:00:00 PM 19,63393
MISO,04/15/2020 8:00:00 PM 20,64142
MISO,04/15/2020 9:00:00 PM 21,65756
MISO,04/15/2020 10:00:00 PM 22,64465
MISO,04/15/2020 11:00:00 PM 23,62759
MISO,04/16/2020 12:00:00 AM 24,60701
MISO,04/16/2020 1:00:00 AM 1,59777
MISO,04/16/2020 2:00:00 AM 2,58992
MISO,04/16/2020 3:00:00 AM 3,58837
MISO,04/16/2020 4:00:00 AM 4,58571
MISO,04/16/2020 5:00:00 AM 5,59234
MISO,04/16/2020 6:00:00 AM 6,61673
MISO,04/16/2020 7:00:00 AM 7,64875
MISO,04/16/2020 8:00:00 AM 8,66985
MISO,04/16/2020 9:00:00 AM 9,67425
MISO,04/16/2020 10:00:00 AM 10,66742
MISO,04/16/2020 11:00:00 AM 11,66144
MISO,04/16/2020 12:00:00 PM 12,65540
MISO,04/16/2020 1:00:00 PM 13,64697
MISO,04/16/2020 2:00:00 PM 14,64058
MISO,04/16/2020 3:00:00 PM 15,62976
MISO,04/16/2020 4:00:00 PM 16,62247
MISO,04/16/2020 5:00:00 PM 17,62287
MISO,04/16/2020 6:00:00 PM 18,62632
MISO,04/16/2020 7:00:00 PM 19,62958
MISO,04/16/2020 8:00:00 PM 20,63612
MISO,04/16/2020 9:00:00 PM 21,64337
MISO,04/16/2020 10:00:00 PM 22,62527
MISO,04/16/2020 11:00:00 PM 23,59906
MISO,04/17/2020 12:00:00 AM 24,57440
MISO,04/17/2020 1:00:00 AM 1,56904
MISO,04/17/2020 2:00:00 AM 2,56153
MISO,04/17/2020 3:00:00 AM 3,55605
MISO,04/17/2020 4:00:00 AM 4,55602
MISO,04/17/2020 5:00:00 AM 5,55996
MISO,04/17/2020 6:00:00 AM 6,57668
MISO,04/17/2020 7:00:00 AM 7,60619
MISO,04/17/2020 8:00:00 AM 8,62923
MISO,04/17/2020 9:00:00 AM 9,64354
MISO,04/17/2020 10:00:00 AM 10,64914
MISO,04/17/2020 11:00:00 AM 11,65298
MISO,04/17/2020 12:00:00 PM 12,65510
MISO,04/17/2020 1:00:00 PM 13,65639
MISO,04/17/2020 2:00:00 PM 14,65437
MISO,04/17/2020 3:00:00 PM 15,64755
MISO,04/17/2020 4:00:00 PM 16,64120
MISO,04/17/2020 5:00:00 PM 17,64048
MISO,04/17/2020 6:00:00 PM 18,63959
MISO,04/17/2020 7:00:00 PM 19,63634
MISO,04/17/2020 8:00:00 PM 20,63957
MISO,04/17/2020 9:00:00 PM 21,64830
MISO,04/17/2020 10:00:00 PM 22,63022
MISO,04/17/2020 11:00:00 PM 23,60647
MISO,04/18/2020 12:00:00 AM 24,58144
MISO,04/18/2020 1:00:00 AM 1,56689
MISO,04/18/2020 2:00:00 AM 2,55918
MISO,04/18/2020 3:00:00 AM 3,55283
MISO,04/18/2020 4:00:00 AM 4,55137
MISO,04/18/2020 5:00:00 AM 5,55081
MISO,04/18/2020 6:00:00 AM 6,55984
MISO,04/18/2020 7:00:00 AM 7,56907
MISO,04/18/2020 8:00:00 AM 8,57609
MISO,04/18/2020 9:00:00 AM 9,58486
MISO,04/18/2020 10:00:00 AM 10,58887
MISO,04/18/2020 11:00:00 AM 11,58888
MISO,04/18/2020 12:00:00 PM 12,58818
MISO,04/18/2020 1:00:00 PM 13,58435
MISO,04/18/2020 2:00:00 PM 14,57666
MISO,04/18/2020 3:00:00 PM 15,56932
MISO,04/18/2020 4:00:00 PM 16,56464
MISO,04/18/2020 5:00:00 PM 17,56716
MISO,04/18/2020 6:00:00 PM 18,57405
MISO,04/18/2020 7:00:00 PM 19,57760
MISO,04/18/2020 8:00:00 PM 20,58360
MISO,04/18/2020 9:00:00 PM 21,59622
MISO,04/18/2020 10:00:00 PM 22,58355
MISO,04/18/2020 11:00:00 PM 23,56270
MISO,04/19/2020 12:00:00 AM 24,53847
MISO,04/19/2020 1:00:00 AM 1,52654
MISO,04/19/2020 2:00:00 AM 2,52245
MISO,04/19/2020 3:00:00 AM 3,52011
MISO,04/19/2020 4:00:00 AM 4,51877
MISO,04/19/2020 5:00:00 AM 5,51364
MISO,04/19/2020 6:00:00 AM 6,51605
MISO,04/19/2020 7:00:00 AM 7,52095
MISO,04/19/2020 8:00:00 AM 8,52930
MISO,04/19/2020 9:00:00 AM 9,54621
MISO,04/19/2020 10:00:00 AM 10,56033
MISO,04/19/2020 11:00:00 AM 11,57066
MISO,04/19/2020 12:00:00 PM 12,57808
MISO,04/19/2020 1:00:00 PM 13,58130
MISO,04/19/2020 2:00:00 PM 14,57707
MISO,04/19/2020 3:00:00 PM 15,57269
MISO,04/19/2020 4:00:00 PM 16,57181
MISO,04/19/2020 5:00:00 PM 17,57608
MISO,04/19/2020 6:00:00 PM 18,58578
MISO,04/19/2020 7:00:00 PM 19,59138
MISO,04/19/2020 8:00:00 PM 20,59675
MISO,04/19/2020 9:00:00 PM 21,60713
MISO,04/19/2020 10:00:00 PM 22,59254
MISO,04/19/2020 11:00:00 PM 23,56948
MISO,04/20/2020 12:00:00 AM 24,54917
MISO,04/20/2020 1:00:00 AM 1,53486
MISO,04/20/2020 2:00:00 AM 2,52875
MISO,04/20/2020 3:00:00 AM 3,52424
MISO,04/20/2020 4:00:00 AM 4,52511
MISO,04/20/2020 5:00:00 AM 5,53329
MISO,04/20/2020 6:00:00 AM 6,55541
MISO,04/20/2020 7:00:00 AM 7,58829
MISO,04/20/2020 8:00:00 AM 8,61084
MISO,04/20/2020 9:00:00 AM 9,62235
MISO,04/20/2020 10:00:00 AM 10,62820
MISO,04/20/2020 11:00:00 AM 11,63054
MISO,04/20/2020 12:00:00 PM 12,63346
MISO,04/20/2020 1:00:00 PM 13,63500
MISO,04/20/2020 2:00:00 PM 14,63526
MISO,04/20/2020 3:00:00 PM 15,63130
MISO,04/20/2020 4:00:00 PM 16,62696
MISO,04/20/2020 5:00:00 PM 17,62857
MISO,04/20/2020 6:00:00 PM 18,63306
MISO,04/20/2020 7:00:00 PM 19,63069
MISO,04/20/2020 8:00:00 PM 20,62654
MISO,04/20/2020 9:00:00 PM 21,63180
MISO,04/20/2020 10:00:00 PM 22,61536
MISO,04/20/2020 11:00:00 PM 23,59213
MISO,04/21/2020 12:00:00 AM 24,56293
MISO,04/21/2020 1:00:00 AM 1,54432
MISO,04/21/2020 2:00:00 AM 2,53456
MISO,04/21/2020 3:00:00 AM 3,52721
MISO,04/21/2020 4:00:00 AM 4,52805
MISO,04/21/2020 5:00:00 AM 5,53521
MISO,04/21/2020 6:00:00 AM 6,55536
MISO,04/21/2020 7:00:00 AM 7,58525
MISO,04/21/2020 8:00:00 AM 8,60936
MISO,04/21/2020 9:00:00 AM 9,62401
MISO,04/21/2020 10:00:00 AM 10,63253
MISO,04/21/2020 11:00:00 AM 11,63958
MISO,04/21/2020 12:00:00 PM 12,64474
MISO,04/21/2020 1:00:00 PM 13,64918
MISO,04/21/2020 2:00:00 PM 14,65195
MISO,04/21/2020 3:00:00 PM 15,65149
MISO,04/21/2020 4:00:00 PM 16,65025
MISO,04/21/2020 5:00:00 PM 17,65108
MISO,04/21/2020 6:00:00 PM 18,65356
MISO,04/21/2020 7:00:00 PM 19,65030
MISO,04/21/2020 8:00:00 PM 20,64598
MISO,04/21/2020 9:00:00 PM 21,65303
MISO,04/21/2020 10:00:00 PM 22,63370
MISO,04/21/2020 11:00:00 PM 23,60903
MISO,04/22/2020 12:00:00 AM 24,57990
MISO,04/22/2020 1:00:00 AM 1,55851
MISO,04/22/2020 2:00:00 AM 2,54608
MISO,04/22/2020 3:00:00 AM 3,53846
MISO,04/22/2020 4:00:00 AM 4,53729
MISO,04/22/2020 5:00:00 AM 5,54755
MISO,04/22/2020 6:00:00 AM 6,56519
MISO,04/22/2020 7:00:00 AM 7,59249
MISO,04/22/2020 8:00:00 AM 8,61524
MISO,04/22/2020 9:00:00 AM 9,63028
MISO,04/22/2020 10:00:00 AM 10,63708
MISO,04/22/2020 11:00:00 AM 11,64308
MISO,04/22/2020 12:00:00 PM 12,64864
MISO,04/22/2020 1:00:00 PM 13,64824
MISO,04/22/2020 2:00:00 PM 14,64865
MISO,04/22/2020 3:00:00 PM 15,64175
MISO,04/22/2020 4:00:00 PM 16,63579
MISO,04/22/2020 5:00:00 PM 17,63311
MISO,04/22/2020 6:00:00 PM 18,63530
MISO,04/22/2020 7:00:00 PM 19,63616
MISO,04/22/2020 8:00:00 PM 20,63723
MISO,04/22/2020 9:00:00 PM 21,64173
MISO,04/22/2020 10:00:00 PM 22,62479
MISO,04/22/2020 11:00:00 PM 23,59882
MISO,04/23/2020 12:00:00 AM 24,57225
MISO,04/23/2020 1:00:00 AM 1,55764
MISO,04/23/2020 2:00:00 AM 2,54604
MISO,04/23/2020 3:00:00 AM 3,53897
MISO,04/23/2020 4:00:00 AM 4,53594
MISO,04/23/2020 5:00:00 AM 5,54418
MISO,04/23/2020 6:00:00 AM 6,55817
MISO,04/23/2020 7:00:00 AM 7,58549
MISO,04/23/2020 8:00:00 AM 8,61035
MISO,04/23/2020 9:00:00 AM 9,63002
MISO,04/23/2020 10:00:00 AM 10,64150
MISO,04/23/2020 11:00:00 AM 11,65036
MISO,04/23/2020 12:00:00 PM 12,65518
MISO,04/23/2020 1:00:00 PM 13,65723
MISO,04/23/2020 2:00:00 PM 14,65604
MISO,04/23/2020 3:00:00 PM 15,65004
MISO,04/23/2020 4:00:00 PM 16,64545
MISO,04/23/2020 5:00:00 PM 17,64741
MISO,04/23/2020 6:00:00 PM 18,64854
MISO,04/23/2020 7:00:00 PM 19,64487
MISO,04/23/2020 8:00:00 PM 20,63848
MISO,04/23/2020 9:00:00 PM 21,64174
MISO,04/23/2020 10:00:00 PM 22,62147
MISO,04/23/2020 11:00:00 PM 23,59269
MISO,04/24/2020 12:00:00 AM 24,56519
MISO,04/24/2020 1:00:00 AM 1,54465
MISO,04/24/2020 2:00:00 AM 2,53002
MISO,04/24/2020 3:00:00 AM 3,52109
MISO,04/24/2020 4:00:00 AM 4,51896
MISO,04/24/2020 5:00:00 AM 5,52224
MISO,04/24/2020 6:00:00 AM 6,54208
MISO,04/24/2020 7:00:00 AM 7,56792
MISO,04/24/2020 8:00:00 AM 8,59171
MISO,04/24/2020 9:00:00 AM 9,60835
MISO,04/24/2020 10:00:00 AM 10,61557
MISO,04/24/2020 11:00:00 AM 11,62248
MISO,04/24/2020 12:00:00 PM 12,62729
MISO,04/24/2020 1:00:00 PM 13,63148
MISO,04/24/2020 2:00:00 PM 14,63347
MISO,04/24/2020 3:00:00 PM 15,63269
MISO,04/24/2020 4:00:00 PM 16,63129
MISO,04/24/2020 5:00:00 PM 17,63022
MISO,04/24/2020 6:00:00 PM 18,63306
MISO,04/24/2020 7:00:00 PM 19,62801
MISO,04/24/2020 8:00:00 PM 20,62180
MISO,04/24/2020 9:00:00 PM 21,62453
MISO,04/24/2020 10:00:00 PM 22,60480
MISO,04/24/2020 11:00:00 PM 23,57579
MISO,04/25/2020 12:00:00 AM 24,55050
MISO,04/25/2020 1:00:00 AM 1,53286
MISO,04/25/2020 2:00:00 AM 2,51867
MISO,04/25/2020 3:00:00 AM 3,50808
MISO,04/25/2020 4:00:00 AM 4,50509
MISO,04/25/2020 5:00:00 AM 5,50688
MISO,04/25/2020 6:00:00 AM 6,51633
MISO,04/25/2020 7:00:00 AM 7,52277
MISO,04/25/2020 8:00:00 AM 8,52707
MISO,04/25/2020 9:00:00 AM 9,54741
MISO,04/25/2020 10:00:00 AM 10,56499
MISO,04/25/2020 11:00:00 AM 11,57725
MISO,04/25/2020 12:00:00 PM 12,58702
MISO,04/25/2020 1:00:00 PM 13,59246
MISO,04/25/2020 2:00:00 PM 14,59347
MISO,04/25/2020 3:00:00 PM 15,59303
MISO,04/25/2020 4:00:00 PM 16,59386
MISO,04/25/2020 5:00:00 PM 17,59692
MISO,04/25/2020 6:00:00 PM 18,60196
MISO,04/25/2020 7:00:00 PM 19,59802
MISO,04/25/2020 8:00:00 PM 20,59625
MISO,04/25/2020 9:00:00 PM 21,60092
MISO,04/25/2020 10:00:00 PM 22,58542
MISO,04/25/2020 11:00:00 PM 23,55991
MISO,04/26/2020 12:00:00 AM 24,53539
MISO,04/26/2020 1:00:00 AM 1,52410
MISO,04/26/2020 2:00:00 AM 2,51761
MISO,04/26/2020 3:00:00 AM 3,51226
MISO,04/26/2020 4:00:00 AM 4,50969
MISO,04/26/2020 5:00:00 AM 5,51294
MISO,04/26/2020 6:00:00 AM 6,51993
MISO,04/26/2020 7:00:00 AM 7,51833
MISO,04/26/2020 8:00:00 AM 8,51903
MISO,04/26/2020 9:00:00 AM 9,53384
MISO,04/26/2020 10:00:00 AM 10,54988
MISO,04/26/2020 11:00:00 AM 11,55893
MISO,04/26/2020 12:00:00 PM 12,56364
MISO,04/26/2020 1:00:00 PM 13,56678
MISO,04/26/2020 2:00:00 PM 14,56566
MISO,04/26/2020 3:00:00 PM 15,56526
MISO,04/26/2020 4:00:00 PM 16,57043
MISO,04/26/2020 5:00:00 PM 17,57891
MISO,04/26/2020 6:00:00 PM 18,58954
MISO,04/26/2020 7:00:00 PM 19,59142
MISO,04/26/2020 8:00:00 PM 20,58931
MISO,04/26/2020 9:00:00 PM 21,59842
MISO,04/26/2020 10:00:00 PM 22,58377
MISO,04/26/2020 11:00:00 PM 23,55573
MISO,04/27/2020 12:00:00 AM 24,52818
MISO,04/27/2020 1:00:00 AM 1,50919
MISO,04/27/2020 2:00:00 AM 2,49924
MISO,04/27/2020 3:00:00 AM 3,49550
MISO,04/27/2020 4:00:00 AM 4,49700
MISO,04/27/2020 5:00:00 AM 5,50925
MISO,04/27/2020 6:00:00 AM 6,53683
MISO,04/27/2020 7:00:00 AM 7,56704
MISO,04/27/2020 8:00:00 AM 8,59413
MISO,04/27/2020 9:00:00 AM 9,61051
MISO,04/27/2020 10:00:00 AM 10,61817
MISO,04/27/2020 11:00:00 AM 11,62549
MISO,04/27/2020 12:00:00 PM 12,63127
MISO,04/27/2020 1:00:00 PM 13,63413
MISO,04/27/2020 2:00:00 PM 14,63627
MISO,04/27/2020 3:00:00 PM 15,63534
MISO,04/27/2020 4:00:00 PM 16,63472
MISO,04/27/2020 5:00:00 PM 17,63641
MISO,04/27/2020 6:00:00 PM 18,63970
MISO,04/27/2020 7:00:00 PM 19,63621
MISO,04/27/2020 8:00:00 PM 20,62877
MISO,04/27/2020 9:00:00 PM 21,63123
MISO,04/27/2020 10:00:00 PM 22,61083
MISO,04/27/2020 11:00:00 PM 23,58497
MISO,04/28/2020 12:00:00 AM 24,55699
MISO,04/28/2020 1:00:00 AM 1,54175
MISO,04/28/2020 2:00:00 AM 2,52996
MISO,04/28/2020 3:00:00 AM 3,52258
MISO,04/28/2020 4:00:00 AM 4,51936
MISO,04/28/2020 5:00:00 AM 5,52821
MISO,04/28/2020 6:00:00 AM 6,53823
MISO,04/28/2020 7:00:00 AM 7,56273
MISO,04/28/2020 8:00:00 AM 8,58985
MISO,04/28/2020 9:00:00 AM 9,61042
MISO,04/28/2020 10:00:00 AM 10,62460
MISO,04/28/2020 11:00:00 AM 11,63679
MISO,04/28/2020 12:00:00 PM 12,64753
MISO,04/28/2020 1:00:00 PM 13,65516
MISO,04/28/2020 2:00:00 PM 14,65633
MISO,04/28/2020 3:00:00 PM 15,65382
MISO,04/28/2020 4:00:00 PM 16,64883
MISO,04/28/2020 5:00:00 PM 17,64744
MISO,04/28/2020 6:00:00 PM 18,64971
MISO,04/28/2020 7:00:00 PM 19,64486
MISO,04/28/2020 8:00:00 PM 20,64192
MISO,04/28/2020 9:00:00 PM 21,63796
MISO,04/28/2020 10:00:00 PM 22,61631
MISO,04/28/2020 11:00:00 PM 23,59194
MISO,04/29/2020 12:00:00 AM 24,56541
MISO,04/29/2020 1:00:00 AM 1,54834
MISO,04/29/2020 2:00:00 AM 2,53501
MISO,04/29/2020 3:00:00 AM 3,52522
MISO,04/29/2020 4:00:00 AM 4,51880
MISO,04/29/2020 5:00:00 AM 5,51899
MISO,04/29/2020 6:00:00 AM 6,53394
MISO,04/29/2020 7:00:00 AM 7,56137
MISO,04/29/2020 8:00:00 AM 8,58881
MISO,04/29/2020 9:00:00 AM 9,60758
MISO,04/29/2020 10:00:00 AM 10,61952
MISO,04/29/2020 11:00:00 AM 11,62975
MISO,04/29/2020 12:00:00 PM 12,63513
MISO,04/29/2020 1:00:00 PM 13,63564
MISO,04/29/2020 2:00:00 PM 14,63544
MISO,04/29/2020 3:00:00 PM 15,63040
MISO,04/29/2020 4:00:00 PM 16,62618
MISO,04/29/2020 5:00:00 PM 17,62760
MISO,04/29/2020 6:00:00 PM 18,62887
MISO,04/29/2020 7:00:00 PM 19,62803
MISO,04/29/2020 8:00:00 PM 20,62176
MISO,04/29/2020 9:00:00 PM 21,62479
MISO,04/29/2020 10:00:00 PM 22,60891
MISO,04/29/2020 11:00:00 PM 23,57886
MISO,04/30/2020 12:00:00 AM 24,55010
MISO,04/30/2020 1:00:00 AM 1,53871
MISO,04/30/2020 2:00:00 AM 2,52473
MISO,04/30/2020 3:00:00 AM 3,52124
MISO,04/30/2020 4:00:00 AM 4,51805
MISO,04/30/2020 5:00:00 AM 5,52695
MISO,04/30/2020 6:00:00 AM 6,54555
MISO,04/30/2020 7:00:00 AM 7,57179
MISO,04/30/2020 8:00:00 AM 8,59825
MISO,04/30/2020 9:00:00 AM 9,61304
MISO,04/30/2020 10:00:00 AM 10,62094
MISO,04/30/2020 11:00:00 AM 11,62753
MISO,04/30/2020 12:00:00 PM 12,63315
MISO,04/30/2020 1:00:00 PM 13,63541
MISO,04/30/2020 2:00:00 PM 14,63531
MISO,04/30/2020 3:00:00 PM 15,63189
MISO,04/30/2020 4:00:00 PM 16,62901
MISO,04/30/2020 5:00:00 PM 17,63115
MISO,04/30/2020 6:00:00 PM 18,63173
MISO,04/30/2020 7:00:00 PM 19,63013
MISO,04/30/2020 8:00:00 PM 20,62496
MISO,04/30/2020 9:00:00 PM 21,62972
MISO,04/30/2020 10:00:00 PM 22,61445
MISO,04/30/2020 11:00:00 PM 23,58107
MISO,05/01/2020 12:00:00 AM 24,55405
MISO,05/01/2020 1:00:00 AM 1,53850
MISO,05/01/2020 2:00:00 AM 2,53074
MISO,05/01/2020 3:00:00 AM 3,52156
MISO,05/01/2020 4:00:00 AM 4,52077
MISO,05/01/2020 5:00:00 AM 5,52146
MISO,05/01/2020 6:00:00 AM 6,53590
MISO,05/01/2020 7:00:00 AM 7,56037
MISO,05/01/2020 8:00:00 AM 8,58149
MISO,05/01/2020 9:00:00 AM 9,59613
MISO,05/01/2020 10:00:00 AM 10,60623
MISO,05/01/2020 11:00:00 AM 11,61325
MISO,05/01/2020 12:00:00 PM 12,61834
MISO,05/01/2020 1:00:00 PM 13,62022
MISO,05/01/2020 2:00:00 PM 14,62322
MISO,05/01/2020 3:00:00 PM 15,62252
MISO,05/01/2020 4:00:00 PM 16,62363
MISO,05/01/2020 5:00:00 PM 17,62832
MISO,05/01/2020 6:00:00 PM 18,62905
MISO,05/01/2020 7:00:00 PM 19,62364
MISO,05/01/2020 8:00:00 PM 20,61559
MISO,05/01/2020 9:00:00 PM 21,62032
MISO,05/01/2020 10:00:00 PM 22,60327
MISO,05/01/2020 11:00:00 PM 23,57364
MISO,05/02/2020 12:00:00 AM 24,54539
MISO,05/02/2020 1:00:00 AM 1,52108
MISO,05/02/2020 2:00:00 AM 2,50674
MISO,05/02/2020 3:00:00 AM 3,49970
MISO,05/02/2020 4:00:00 AM 4,49394
MISO,05/02/2020 5:00:00 AM 5,49340
MISO,05/02/2020 6:00:00 AM 6,49532
MISO,05/02/2020 7:00:00 AM 7,49474
MISO,05/02/2020 8:00:00 AM 8,50938
MISO,05/02/2020 9:00:00 AM 9,53125
MISO,05/02/2020 10:00:00 AM 10,55153
MISO,05/02/2020 11:00:00 AM 11,56759
MISO,05/02/2020 12:00:00 PM 12,58221
MISO,05/02/2020 1:00:00 PM 13,59403
MISO,05/02/2020 2:00:00 PM 14,60161
MISO,05/02/2020 3:00:00 PM 15,61185
MISO,05/02/2020 4:00:00 PM 16,62226
MISO,05/02/2020 5:00:00 PM 17,63361
MISO,05/02/2020 6:00:00 PM 18,64269
MISO,05/02/2020 7:00:00 PM 19,63948
MISO,05/02/2020 8:00:00 PM 20,62802
MISO,05/02/2020 9:00:00 PM 21,62985
MISO,05/02/2020 10:00:00 PM 22,61414
MISO,05/02/2020 11:00:00 PM 23,58394
MISO,05/03/2020 12:00:00 AM 24,55377
MISO,05/03/2020 1:00:00 AM 1,53196
MISO,05/03/2020 2:00:00 AM 2,51747
MISO,05/03/2020 3:00:00 AM 3,50375
MISO,05/03/2020 4:00:00 AM 4,49720
MISO,05/03/2020 5:00:00 AM 5,49402
MISO,05/03/2020 6:00:00 AM 6,49512
MISO,05/03/2020 7:00:00 AM 7,48878
MISO,05/03/2020 8:00:00 AM 8,49646
MISO,05/03/2020 9:00:00 AM 9,51922
MISO,05/03/2020 10:00:00 AM 10,54479
MISO,05/03/2020 11:00:00 AM 11,56431
MISO,05/03/2020 12:00:00 PM 12,58065
MISO,05/03/2020 1:00:00 PM 13,59486
MISO,05/03/2020 2:00:00 PM 14,59998
MISO,05/03/2020 3:00:00 PM 15,60289
MISO,05/03/2020 4:00:00 PM 16,60956
MISO,05/03/2020 5:00:00 PM 17,62019
MISO,05/03/2020 6:00:00 PM 18,62868
MISO,05/03/2020 7:00:00 PM 19,62628
MISO,05/03/2020 8:00:00 PM 20,61701
MISO,05/03/2020 9:00:00 PM 21,62152
MISO,05/03/2020 10:00:00 PM 22,60489
MISO,05/03/2020 11:00:00 PM 23,57287
MISO,05/04/2020 12:00:00 AM 24,54142
MISO,05/04/2020 1:00:00 AM 1,52381
MISO,05/04/2020 2:00:00 AM 2,50975
MISO,05/04/2020 3:00:00 AM 3,50208
MISO,05/04/2020 4:00:00 AM 4,49944
MISO,05/04/2020 5:00:00 AM 5,50680
MISO,05/04/2020 6:00:00 AM 6,53082
MISO,05/04/2020 7:00:00 AM 7,56011
MISO,05/04/2020 8:00:00 AM 8,59041
MISO,05/04/2020 9:00:00 AM 9,61348
MISO,05/04/2020 10:00:00 AM 10,62875
MISO,05/04/2020 11:00:00 AM 11,64083
MISO,05/04/2020 12:00:00 PM 12,65272
MISO,05/04/2020 1:00:00 PM 13,66161
MISO,05/04/2020 2:00:00 PM 14,66793
MISO,05/04/2020 3:00:00 PM 15,67198
MISO,05/04/2020 4:00:00 PM 16,67239
MISO,05/04/2020 5:00:00 PM 17,67620
MISO,05/04/2020 6:00:00 PM 18,67913
MISO,05/04/2020 7:00:00 PM 19,67226
MISO,05/04/2020 8:00:00 PM 20,66038
MISO,05/04/2020 9:00:00 PM 21,66082
MISO,05/04/2020 10:00:00 PM 22,63704
MISO,05/04/2020 11:00:00 PM 23,60898
MISO,05/05/2020 12:00:00 AM 24,58151
MISO,05/05/2020 1:00:00 AM 1,56288
