Balancing Authority,Date,Averaged Demand (MwH)
CISO,04/08/2020 2:00:00 AM 2,19441
CISO,04/08/2020 3:00:00 AM 3,19026
CISO,04/08/2020 4:00:00 AM 4,18815
CISO,04/08/2020 5:00:00 AM 5,19209
CISO,04/08/2020 6:00:00 AM 6,20285
CISO,04/08/2020 7:00:00 AM 7,21718
CISO,04/08/2020 8:00:00 AM 8,22549
CISO,04/08/2020 9:00:00 AM 9,22584
CISO,04/08/2020 10:00:00 AM 10,22119
CISO,04/08/2020 11:00:00 AM 11,21360
CISO,04/08/2020 12:00:00 PM 12,20985
CISO,04/08/2020 1:00:00 PM 13,20741
CISO,04/08/2020 2:00:00 PM 14,20027
CISO,04/08/2020 3:00:00 PM 15,19869
CISO,04/08/2020 4:00:00 PM 16,19766
CISO,04/08/2020 5:00:00 PM 17,20285
CISO,04/08/2020 6:00:00 PM 18,21628
CISO,04/08/2020 7:00:00 PM 19,23087
CISO,04/08/2020 8:00:00 PM 20,24561
CISO,04/08/2020 9:00:00 PM 21,24791
CISO,04/08/2020 10:00:00 PM 22,23793
CISO,04/08/2020 11:00:00 PM 23,22520
CISO,04/09/2020 12:00:00 AM 24,20987
CISO,04/09/2020 1:00:00 AM 1,19853
CISO,04/09/2020 2:00:00 AM 2,19347
CISO,04/09/2020 3:00:00 AM 3,19008
CISO,04/09/2020 4:00:00 AM 4,18895
CISO,04/09/2020 5:00:00 AM 5,19204
CISO,04/09/2020 6:00:00 AM 6,20215
CISO,04/09/2020 7:00:00 AM 7,21532
CISO,04/09/2020 8:00:00 AM 8,21966
CISO,04/09/2020 9:00:00 AM 9,22396
CISO,04/09/2020 10:00:00 AM 10,22702
CISO,04/09/2020 11:00:00 AM 11,22812
CISO,04/09/2020 12:00:00 PM 12,22663
CISO,04/09/2020 1:00:00 PM 13,22289
CISO,04/09/2020 2:00:00 PM 14,22209
CISO,04/09/2020 3:00:00 PM 15,21669
CISO,04/09/2020 4:00:00 PM 16,21893
CISO,04/09/2020 5:00:00 PM 17,22040
CISO,04/09/2020 6:00:00 PM 18,22871
CISO,04/09/2020 7:00:00 PM 19,23716
CISO,04/09/2020 8:00:00 PM 20,24589
CISO,04/09/2020 9:00:00 PM 21,24529
CISO,04/09/2020 10:00:00 PM 22,23635
CISO,04/09/2020 11:00:00 PM 23,22261
CISO,04/10/2020 12:00:00 AM 24,20782
CISO,04/10/2020 1:00:00 AM 1,20037
CISO,04/10/2020 2:00:00 AM 2,19330
CISO,04/10/2020 3:00:00 AM 3,18823
CISO,04/10/2020 4:00:00 AM 4,18622
CISO,04/10/2020 5:00:00 AM 5,18865
CISO,04/10/2020 6:00:00 AM 6,19747
CISO,04/10/2020 7:00:00 AM 7,20932
CISO,04/10/2020 8:00:00 AM 8,21409
CISO,04/10/2020 9:00:00 AM 9,21204
CISO,04/10/2020 10:00:00 AM 10,20916
CISO,04/10/2020 11:00:00 AM 11,20508
CISO,04/10/2020 12:00:00 PM 12,20449
CISO,04/10/2020 1:00:00 PM 13,20034
CISO,04/10/2020 2:00:00 PM 14,19830
CISO,04/10/2020 3:00:00 PM 15,19410
CISO,04/10/2020 4:00:00 PM 16,19391
CISO,04/10/2020 5:00:00 PM 17,20028
CISO,04/10/2020 6:00:00 PM 18,21000
CISO,04/10/2020 7:00:00 PM 19,22229
CISO,04/10/2020 8:00:00 PM 20,23542
CISO,04/10/2020 9:00:00 PM 21,23885
CISO,04/10/2020 10:00:00 PM 22,23104
CISO,04/10/2020 11:00:00 PM 23,21921
CISO,04/11/2020 12:00:00 AM 24,20790
CISO,04/11/2020 1:00:00 AM 1,19932
CISO,04/11/2020 2:00:00 AM 2,19070
CISO,04/11/2020 3:00:00 AM 3,18479
CISO,04/11/2020 4:00:00 AM 4,18197
CISO,04/11/2020 5:00:00 AM 5,18230
CISO,04/11/2020 6:00:00 AM 6,18522
CISO,04/11/2020 7:00:00 AM 7,18919
CISO,04/11/2020 8:00:00 AM 8,18701
CISO,04/11/2020 9:00:00 AM 9,18284
CISO,04/11/2020 10:00:00 AM 10,17676
CISO,04/11/2020 11:00:00 AM 11,16958
CISO,04/11/2020 12:00:00 PM 12,16431
CISO,04/11/2020 1:00:00 PM 13,16094
CISO,04/11/2020 2:00:00 PM 14,15735
CISO,04/11/2020 3:00:00 PM 15,15550
CISO,04/11/2020 4:00:00 PM 16,15953
CISO,04/11/2020 5:00:00 PM 17,16941
CISO,04/11/2020 6:00:00 PM 18,18638
CISO,04/11/2020 7:00:00 PM 19,20585
CISO,04/11/2020 8:00:00 PM 20,22355
CISO,04/11/2020 9:00:00 PM 21,22741
CISO,04/11/2020 10:00:00 PM 22,21914
CISO,04/11/2020 11:00:00 PM 23,20746
CISO,04/12/2020 12:00:00 AM 24,19467
CISO,04/12/2020 1:00:00 AM 1,18567
CISO,04/12/2020 2:00:00 AM 2,17979
CISO,04/12/2020 3:00:00 AM 3,17650
CISO,04/12/2020 4:00:00 AM 4,17358
CISO,04/12/2020 5:00:00 AM 5,17258
CISO,04/12/2020 6:00:00 AM 6,17417
CISO,04/12/2020 7:00:00 AM 7,17632
CISO,04/12/2020 8:00:00 AM 8,17505
CISO,04/12/2020 9:00:00 AM 9,17456
CISO,04/12/2020 10:00:00 AM 10,17541
CISO,04/12/2020 11:00:00 AM 11,17500
CISO,04/12/2020 12:00:00 PM 12,17486
CISO,04/12/2020 1:00:00 PM 13,17212
CISO,04/12/2020 2:00:00 PM 14,16908
CISO,04/12/2020 3:00:00 PM 15,16788
CISO,04/12/2020 4:00:00 PM 16,17175
CISO,04/12/2020 5:00:00 PM 17,18074
CISO,04/12/2020 6:00:00 PM 18,19209
CISO,04/12/2020 7:00:00 PM 19,20719
CISO,04/12/2020 8:00:00 PM 20,22163
CISO,04/12/2020 9:00:00 PM 21,22565
CISO,04/12/2020 10:00:00 PM 22,21865
CISO,04/12/2020 11:00:00 PM 23,20693
CISO,04/13/2020 12:00:00 AM 24,19413
CISO,04/13/2020 1:00:00 AM 1,18526
CISO,04/13/2020 2:00:00 AM 2,17931
CISO,04/13/2020 3:00:00 AM 3,17408
CISO,04/13/2020 4:00:00 AM 4,17280
CISO,04/13/2020 5:00:00 AM 5,17612
CISO,04/13/2020 6:00:00 AM 6,18662
CISO,04/13/2020 7:00:00 AM 7,19926
CISO,04/13/2020 8:00:00 AM 8,20452
CISO,04/13/2020 9:00:00 AM 9,20332
CISO,04/13/2020 10:00:00 AM 10,19730
CISO,04/13/2020 11:00:00 AM 11,19209
CISO,04/13/2020 12:00:00 PM 12,19076
CISO,04/13/2020 1:00:00 PM 13,19109
CISO,04/13/2020 2:00:00 PM 14,19128
CISO,04/13/2020 3:00:00 PM 15,19042
CISO,04/13/2020 4:00:00 PM 16,19136
CISO,04/13/2020 5:00:00 PM 17,19496
CISO,04/13/2020 6:00:00 PM 18,20531
CISO,04/13/2020 7:00:00 PM 19,22111
CISO,04/13/2020 8:00:00 PM 20,23531
CISO,04/13/2020 9:00:00 PM 21,23926
CISO,04/13/2020 10:00:00 PM 22,23041
CISO,04/13/2020 11:00:00 PM 23,21592
CISO,04/14/2020 12:00:00 AM 24,20176
CISO,04/14/2020 1:00:00 AM 1,19273
CISO,04/14/2020 2:00:00 AM 2,18653
CISO,04/14/2020 3:00:00 AM 3,18090
CISO,04/14/2020 4:00:00 AM 4,18189
CISO,04/14/2020 5:00:00 AM 5,18618
CISO,04/14/2020 6:00:00 AM 6,19641
CISO,04/14/2020 7:00:00 AM 7,20777
CISO,04/14/2020 8:00:00 AM 8,20832
CISO,04/14/2020 9:00:00 AM 9,20036
CISO,04/14/2020 10:00:00 AM 10,18900
CISO,04/14/2020 11:00:00 AM 11,17963
CISO,04/14/2020 12:00:00 PM 12,17365
CISO,04/14/2020 1:00:00 PM 13,17231
CISO,04/14/2020 2:00:00 PM 14,17098
CISO,04/14/2020 3:00:00 PM 15,17250
CISO,04/14/2020 4:00:00 PM 16,17861
CISO,04/14/2020 5:00:00 PM 17,18874
CISO,04/14/2020 6:00:00 PM 18,20724
CISO,04/14/2020 7:00:00 PM 19,22674
CISO,04/14/2020 8:00:00 PM 20,24101
CISO,04/14/2020 9:00:00 PM 21,24438
CISO,04/14/2020 10:00:00 PM 22,23446
CISO,04/14/2020 11:00:00 PM 23,21955
CISO,04/15/2020 12:00:00 AM 24,20413
CISO,04/15/2020 1:00:00 AM 1,19501
CISO,04/15/2020 2:00:00 AM 2,18821
CISO,04/15/2020 3:00:00 AM 3,18329
CISO,04/15/2020 4:00:00 AM 4,18195
CISO,04/15/2020 5:00:00 AM 5,18518
CISO,04/15/2020 6:00:00 AM 6,19371
CISO,04/15/2020 7:00:00 AM 7,20388
CISO,04/15/2020 8:00:00 AM 8,20394
CISO,04/15/2020 9:00:00 AM 9,19697
CISO,04/15/2020 10:00:00 AM 10,18781
CISO,04/15/2020 11:00:00 AM 11,18145
CISO,04/15/2020 12:00:00 PM 12,17839
CISO,04/15/2020 1:00:00 PM 13,17837
CISO,04/15/2020 2:00:00 PM 14,17908
CISO,04/15/2020 3:00:00 PM 15,18103
CISO,04/15/2020 4:00:00 PM 16,18768
CISO,04/15/2020 5:00:00 PM 17,19745
CISO,04/15/2020 6:00:00 PM 18,21505
CISO,04/15/2020 7:00:00 PM 19,23061
CISO,04/15/2020 8:00:00 PM 20,24211
CISO,04/15/2020 9:00:00 PM 21,24409
CISO,04/15/2020 10:00:00 PM 22,23405
CISO,04/15/2020 11:00:00 PM 23,21815
CISO,04/16/2020 12:00:00 AM 24,20369
CISO,04/16/2020 1:00:00 AM 1,19309
CISO,04/16/2020 2:00:00 AM 2,18503
CISO,04/16/2020 3:00:00 AM 3,17987
CISO,04/16/2020 4:00:00 AM 4,17820
CISO,04/16/2020 5:00:00 AM 5,18150
CISO,04/16/2020 6:00:00 AM 6,19110
CISO,04/16/2020 7:00:00 AM 7,20065
CISO,04/16/2020 8:00:00 AM 8,20216
CISO,04/16/2020 9:00:00 AM 9,19727
CISO,04/16/2020 10:00:00 AM 10,19137
CISO,04/16/2020 11:00:00 AM 11,18474
CISO,04/16/2020 12:00:00 PM 12,18032
CISO,04/16/2020 1:00:00 PM 13,17803
CISO,04/16/2020 2:00:00 PM 14,17891
CISO,04/16/2020 3:00:00 PM 15,18187
CISO,04/16/2020 4:00:00 PM 16,18811
CISO,04/16/2020 5:00:00 PM 17,19693
CISO,04/16/2020 6:00:00 PM 18,21230
CISO,04/16/2020 7:00:00 PM 19,22928
CISO,04/16/2020 8:00:00 PM 20,24245
CISO,04/16/2020 9:00:00 PM 21,24493
CISO,04/16/2020 10:00:00 PM 22,23517
CISO,04/16/2020 11:00:00 PM 23,22087
CISO,04/17/2020 12:00:00 AM 24,20594
CISO,04/17/2020 1:00:00 AM 1,19509
CISO,04/17/2020 2:00:00 AM 2,18760
CISO,04/17/2020 3:00:00 AM 3,18222
CISO,04/17/2020 4:00:00 AM 4,18092
CISO,04/17/2020 5:00:00 AM 5,18340
CISO,04/17/2020 6:00:00 AM 6,19184
CISO,04/17/2020 7:00:00 AM 7,20121
CISO,04/17/2020 8:00:00 AM 8,20567
CISO,04/17/2020 9:00:00 AM 9,20719
CISO,04/17/2020 10:00:00 AM 10,20497
CISO,04/17/2020 11:00:00 AM 11,20199
CISO,04/17/2020 12:00:00 PM 12,19606
CISO,04/17/2020 1:00:00 PM 13,19419
CISO,04/17/2020 2:00:00 PM 14,19057
CISO,04/17/2020 3:00:00 PM 15,18964
CISO,04/17/2020 4:00:00 PM 16,19239
CISO,04/17/2020 5:00:00 PM 17,19891
CISO,04/17/2020 6:00:00 PM 18,21076
CISO,04/17/2020 7:00:00 PM 19,22367
CISO,04/17/2020 8:00:00 PM 20,23573
CISO,04/17/2020 9:00:00 PM 21,23891
CISO,04/17/2020 10:00:00 PM 22,22911
CISO,04/17/2020 11:00:00 PM 23,21705
CISO,04/18/2020 12:00:00 AM 24,20299
CISO,04/18/2020 1:00:00 AM 1,19497
CISO,04/18/2020 2:00:00 AM 2,18719
CISO,04/18/2020 3:00:00 AM 3,18121
CISO,04/18/2020 4:00:00 AM 4,17770
CISO,04/18/2020 5:00:00 AM 5,17805
CISO,04/18/2020 6:00:00 AM 6,18175
CISO,04/18/2020 7:00:00 AM 7,18543
CISO,04/18/2020 8:00:00 AM 8,18442
CISO,04/18/2020 9:00:00 AM 9,18887
CISO,04/18/2020 10:00:00 AM 10,18742
CISO,04/18/2020 11:00:00 AM 11,18423
CISO,04/18/2020 12:00:00 PM 12,18291
CISO,04/18/2020 1:00:00 PM 13,18149
CISO,04/18/2020 2:00:00 PM 14,17827
CISO,04/18/2020 3:00:00 PM 15,17474
CISO,04/18/2020 4:00:00 PM 16,17757
CISO,04/18/2020 5:00:00 PM 17,18493
CISO,04/18/2020 6:00:00 PM 18,19917
CISO,04/18/2020 7:00:00 PM 19,21140
CISO,04/18/2020 8:00:00 PM 20,22507
CISO,04/18/2020 9:00:00 PM 21,23051
CISO,04/18/2020 10:00:00 PM 22,22403
CISO,04/18/2020 11:00:00 PM 23,21273
CISO,04/19/2020 12:00:00 AM 24,19970
CISO,04/19/2020 1:00:00 AM 1,18997
CISO,04/19/2020 2:00:00 AM 2,18262
CISO,04/19/2020 3:00:00 AM 3,17775
CISO,04/19/2020 4:00:00 AM 4,17748
CISO,04/19/2020 5:00:00 AM 5,17777
CISO,04/19/2020 6:00:00 AM 6,17974
CISO,04/19/2020 7:00:00 AM 7,18038
CISO,04/19/2020 8:00:00 AM 8,17540
CISO,04/19/2020 9:00:00 AM 9,16977
CISO,04/19/2020 10:00:00 AM 10,16590
CISO,04/19/2020 11:00:00 AM 11,16398
CISO,04/19/2020 12:00:00 PM 12,16153
CISO,04/19/2020 1:00:00 PM 13,16101
CISO,04/19/2020 2:00:00 PM 14,15553
CISO,04/19/2020 3:00:00 PM 15,15173
CISO,04/19/2020 4:00:00 PM 16,15570
CISO,04/19/2020 5:00:00 PM 17,16692
CISO,04/19/2020 6:00:00 PM 18,18687
CISO,04/19/2020 7:00:00 PM 19,20659
CISO,04/19/2020 8:00:00 PM 20,22219
CISO,04/19/2020 9:00:00 PM 21,22834
CISO,04/19/2020 10:00:00 PM 22,21984
CISO,04/19/2020 11:00:00 PM 23,20708
CISO,04/20/2020 12:00:00 AM 24,19324
CISO,04/20/2020 1:00:00 AM 1,18418
CISO,04/20/2020 2:00:00 AM 2,17827
CISO,04/20/2020 3:00:00 AM 3,17753
CISO,04/20/2020 4:00:00 AM 4,17725
CISO,04/20/2020 5:00:00 AM 5,18095
CISO,04/20/2020 6:00:00 AM 6,18857
CISO,04/20/2020 7:00:00 AM 7,19824
CISO,04/20/2020 8:00:00 AM 8,20362
CISO,04/20/2020 9:00:00 AM 9,20708
CISO,04/20/2020 10:00:00 AM 10,21166
CISO,04/20/2020 11:00:00 AM 11,21107
CISO,04/20/2020 12:00:00 PM 12,20698
CISO,04/20/2020 1:00:00 PM 13,20030
CISO,04/20/2020 2:00:00 PM 14,19522
CISO,04/20/2020 3:00:00 PM 15,19584
CISO,04/20/2020 4:00:00 PM 16,19583
CISO,04/20/2020 5:00:00 PM 17,19954
CISO,04/20/2020 6:00:00 PM 18,20877
CISO,04/20/2020 7:00:00 PM 19,22239
CISO,04/20/2020 8:00:00 PM 20,23604
CISO,04/20/2020 9:00:00 PM 21,24007
CISO,04/20/2020 10:00:00 PM 22,22961
CISO,04/20/2020 11:00:00 PM 23,21589
CISO,04/21/2020 12:00:00 AM 24,20176
CISO,04/21/2020 1:00:00 AM 1,19223
CISO,04/21/2020 2:00:00 AM 2,18551
CISO,04/21/2020 3:00:00 AM 3,17979
CISO,04/21/2020 4:00:00 AM 4,17838
CISO,04/21/2020 5:00:00 AM 5,18158
CISO,04/21/2020 6:00:00 AM 6,19111
CISO,04/21/2020 7:00:00 AM 7,20138
CISO,04/21/2020 8:00:00 AM 8,20550
CISO,04/21/2020 9:00:00 AM 9,20535
CISO,04/21/2020 10:00:00 AM 10,19669
CISO,04/21/2020 11:00:00 AM 11,19061
CISO,04/21/2020 12:00:00 PM 12,18534
CISO,04/21/2020 1:00:00 PM 13,18370
CISO,04/21/2020 2:00:00 PM 14,18285
CISO,04/21/2020 3:00:00 PM 15,18202
CISO,04/21/2020 4:00:00 PM 16,18594
CISO,04/21/2020 5:00:00 PM 17,19492
CISO,04/21/2020 6:00:00 PM 18,21015
CISO,04/21/2020 7:00:00 PM 19,22579
CISO,04/21/2020 8:00:00 PM 20,23896
CISO,04/21/2020 9:00:00 PM 21,24485
CISO,04/21/2020 10:00:00 PM 22,23442
CISO,04/21/2020 11:00:00 PM 23,21978
CISO,04/22/2020 12:00:00 AM 24,20551
CISO,04/22/2020 1:00:00 AM 1,19679
CISO,04/22/2020 2:00:00 AM 2,18953
CISO,04/22/2020 3:00:00 AM 3,18749
CISO,04/22/2020 4:00:00 AM 4,18815
CISO,04/22/2020 5:00:00 AM 5,19012
CISO,04/22/2020 6:00:00 AM 6,19901
CISO,04/22/2020 7:00:00 AM 7,20541
CISO,04/22/2020 8:00:00 AM 8,20723
CISO,04/22/2020 9:00:00 AM 9,20154
CISO,04/22/2020 10:00:00 AM 10,19643
CISO,04/22/2020 11:00:00 AM 11,19158
CISO,04/22/2020 12:00:00 PM 12,18876
CISO,04/22/2020 1:00:00 PM 13,19022
CISO,04/22/2020 2:00:00 PM 14,19302
CISO,04/22/2020 3:00:00 PM 15,19749
CISO,04/22/2020 4:00:00 PM 16,20566
CISO,04/22/2020 5:00:00 PM 17,21803
CISO,04/22/2020 6:00:00 PM 18,23485
CISO,04/22/2020 7:00:00 PM 19,24937
CISO,04/22/2020 8:00:00 PM 20,25842
CISO,04/22/2020 9:00:00 PM 21,26040
CISO,04/22/2020 10:00:00 PM 22,24940
CISO,04/22/2020 11:00:00 PM 23,23388
CISO,04/23/2020 12:00:00 AM 24,21719
CISO,04/23/2020 1:00:00 AM 1,20567
CISO,04/23/2020 2:00:00 AM 2,19963
CISO,04/23/2020 3:00:00 AM 3,19357
CISO,04/23/2020 4:00:00 AM 4,19049
CISO,04/23/2020 5:00:00 AM 5,19272
CISO,04/23/2020 6:00:00 AM 6,19710
CISO,04/23/2020 7:00:00 AM 7,20467
CISO,04/23/2020 8:00:00 AM 8,20651
CISO,04/23/2020 9:00:00 AM 9,20669
CISO,04/23/2020 10:00:00 AM 10,20271
CISO,04/23/2020 11:00:00 AM 11,19923
CISO,04/23/2020 12:00:00 PM 12,20058
CISO,04/23/2020 1:00:00 PM 13,20505
CISO,04/23/2020 2:00:00 PM 14,21102
CISO,04/23/2020 3:00:00 PM 15,21939
CISO,04/23/2020 4:00:00 PM 16,22933
CISO,04/23/2020 5:00:00 PM 17,24205
CISO,04/23/2020 6:00:00 PM 18,25400
CISO,04/23/2020 7:00:00 PM 19,26687
CISO,04/23/2020 8:00:00 PM 20,27260
CISO,04/23/2020 9:00:00 PM 21,27381
CISO,04/23/2020 10:00:00 PM 22,26079
CISO,04/23/2020 11:00:00 PM 23,24178
CISO,04/24/2020 12:00:00 AM 24,22262
CISO,04/24/2020 1:00:00 AM 1,21028
CISO,04/24/2020 2:00:00 AM 2,20011
CISO,04/24/2020 3:00:00 AM 3,19291
CISO,04/24/2020 4:00:00 AM 4,18937
CISO,04/24/2020 5:00:00 AM 5,19042
CISO,04/24/2020 6:00:00 AM 6,19751
CISO,04/24/2020 7:00:00 AM 7,20391
CISO,04/24/2020 8:00:00 AM 8,20656
CISO,04/24/2020 9:00:00 AM 9,20716
CISO,04/24/2020 10:00:00 AM 10,20807
CISO,04/24/2020 11:00:00 AM 11,20905
CISO,04/24/2020 12:00:00 PM 12,21423
CISO,04/24/2020 1:00:00 PM 13,22058
CISO,04/24/2020 2:00:00 PM 14,23210
CISO,04/24/2020 3:00:00 PM 15,24522
CISO,04/24/2020 4:00:00 PM 16,26063
CISO,04/24/2020 5:00:00 PM 17,27559
CISO,04/24/2020 6:00:00 PM 18,28920
CISO,04/24/2020 7:00:00 PM 19,29985
CISO,04/24/2020 8:00:00 PM 20,30116
CISO,04/24/2020 9:00:00 PM 21,29751
CISO,04/24/2020 10:00:00 PM 22,28091
CISO,04/24/2020 11:00:00 PM 23,25963
CISO,04/25/2020 12:00:00 AM 24,23821
CISO,04/25/2020 1:00:00 AM 1,22260
CISO,04/25/2020 2:00:00 AM 2,20927
CISO,04/25/2020 3:00:00 AM 3,20004
CISO,04/25/2020 4:00:00 AM 4,19366
CISO,04/25/2020 5:00:00 AM 5,19138
CISO,04/25/2020 6:00:00 AM 6,19314
CISO,04/25/2020 7:00:00 AM 7,19175
CISO,04/25/2020 8:00:00 AM 8,18912
CISO,04/25/2020 9:00:00 AM 9,19133
CISO,04/25/2020 10:00:00 AM 10,19292
CISO,04/25/2020 11:00:00 AM 11,19589
CISO,04/25/2020 12:00:00 PM 12,20148
CISO,04/25/2020 1:00:00 PM 13,21174
CISO,04/25/2020 2:00:00 PM 14,22461
CISO,04/25/2020 3:00:00 PM 15,23953
CISO,04/25/2020 4:00:00 PM 16,25469
CISO,04/25/2020 5:00:00 PM 17,26813
CISO,04/25/2020 6:00:00 PM 18,28458
CISO,04/25/2020 7:00:00 PM 19,29275
CISO,04/25/2020 8:00:00 PM 20,29157
CISO,04/25/2020 9:00:00 PM 21,28584
CISO,04/25/2020 10:00:00 PM 22,27048
CISO,04/25/2020 11:00:00 PM 23,24990
CISO,04/26/2020 12:00:00 AM 24,22977
CISO,04/26/2020 1:00:00 AM 1,21372
CISO,04/26/2020 2:00:00 AM 2,20132
CISO,04/26/2020 3:00:00 AM 3,19399
CISO,04/26/2020 4:00:00 AM 4,18854
CISO,04/26/2020 5:00:00 AM 5,18537
CISO,04/26/2020 6:00:00 AM 6,18480
CISO,04/26/2020 7:00:00 AM 7,18284
CISO,04/26/2020 8:00:00 AM 8,17883
CISO,04/26/2020 9:00:00 AM 9,17654
CISO,04/26/2020 10:00:00 AM 10,17526
CISO,04/26/2020 11:00:00 AM 11,17555
CISO,04/26/2020 12:00:00 PM 12,18051
CISO,04/26/2020 1:00:00 PM 13,18963
CISO,04/26/2020 2:00:00 PM 14,20011
CISO,04/26/2020 3:00:00 PM 15,21322
CISO,04/26/2020 4:00:00 PM 16,22808
CISO,04/26/2020 5:00:00 PM 17,24098
CISO,04/26/2020 6:00:00 PM 18,25745
CISO,04/26/2020 7:00:00 PM 19,26642
CISO,04/26/2020 8:00:00 PM 20,26857
CISO,04/26/2020 9:00:00 PM 21,26839
CISO,04/26/2020 10:00:00 PM 22,25319
CISO,04/26/2020 11:00:00 PM 23,23518
CISO,04/27/2020 12:00:00 AM 24,21711
CISO,04/27/2020 1:00:00 AM 1,20676
CISO,04/27/2020 2:00:00 AM 2,19766
CISO,04/27/2020 3:00:00 AM 3,19172
CISO,04/27/2020 4:00:00 AM 4,18838
CISO,04/27/2020 5:00:00 AM 5,19058
CISO,04/27/2020 6:00:00 AM 6,19913
CISO,04/27/2020 7:00:00 AM 7,20634
CISO,04/27/2020 8:00:00 AM 8,21035
CISO,04/27/2020 9:00:00 AM 9,20975
CISO,04/27/2020 10:00:00 AM 10,20653
CISO,04/27/2020 11:00:00 AM 11,20568
CISO,04/27/2020 12:00:00 PM 12,20812
CISO,04/27/2020 1:00:00 PM 13,21370
CISO,04/27/2020 2:00:00 PM 14,22037
CISO,04/27/2020 3:00:00 PM 15,22857
CISO,04/27/2020 4:00:00 PM 16,24067
CISO,04/27/2020 5:00:00 PM 17,25337
CISO,04/27/2020 6:00:00 PM 18,27007
CISO,04/27/2020 7:00:00 PM 19,27862
CISO,04/27/2020 8:00:00 PM 20,28107
CISO,04/27/2020 9:00:00 PM 21,27989
CISO,04/27/2020 10:00:00 PM 22,26595
CISO,04/27/2020 11:00:00 PM 23,24712
CISO,04/28/2020 12:00:00 AM 24,22770
CISO,04/28/2020 1:00:00 AM 1,21506
CISO,04/28/2020 2:00:00 AM 2,20801
CISO,04/28/2020 3:00:00 AM 3,20344
CISO,04/28/2020 4:00:00 AM 4,20219
CISO,04/28/2020 5:00:00 AM 5,20346
CISO,04/28/2020 6:00:00 AM 6,20611
CISO,04/28/2020 7:00:00 AM 7,21318
CISO,04/28/2020 8:00:00 AM 8,21841
CISO,04/28/2020 9:00:00 AM 9,21875
CISO,04/28/2020 10:00:00 AM 10,21643
CISO,04/28/2020 11:00:00 AM 11,21325
CISO,04/28/2020 12:00:00 PM 12,21856
CISO,04/28/2020 1:00:00 PM 13,23078
CISO,04/28/2020 2:00:00 PM 14,24383
CISO,04/28/2020 3:00:00 PM 15,25693
CISO,04/28/2020 4:00:00 PM 16,27129
CISO,04/28/2020 5:00:00 PM 17,28384
CISO,04/28/2020 6:00:00 PM 18,29549
CISO,04/28/2020 7:00:00 PM 19,30469
CISO,04/28/2020 8:00:00 PM 20,30294
CISO,04/28/2020 9:00:00 PM 21,29845
CISO,04/28/2020 10:00:00 PM 22,28134
CISO,04/28/2020 11:00:00 PM 23,25992
CISO,04/29/2020 12:00:00 AM 24,23905
CISO,04/29/2020 1:00:00 AM 1,22394
CISO,04/29/2020 2:00:00 AM 2,21183
CISO,04/29/2020 3:00:00 AM 3,20508
CISO,04/29/2020 4:00:00 AM 4,20161
CISO,04/29/2020 5:00:00 AM 5,20324
CISO,04/29/2020 6:00:00 AM 6,21163
CISO,04/29/2020 7:00:00 AM 7,21907
CISO,04/29/2020 8:00:00 AM 8,22171
CISO,04/29/2020 9:00:00 AM 9,22442
CISO,04/29/2020 10:00:00 AM 10,22547
CISO,04/29/2020 11:00:00 AM 11,22697
CISO,04/29/2020 12:00:00 PM 12,23071
CISO,04/29/2020 1:00:00 PM 13,23659
CISO,04/29/2020 2:00:00 PM 14,24564
CISO,04/29/2020 3:00:00 PM 15,25198
CISO,04/29/2020 4:00:00 PM 16,26287
CISO,04/29/2020 5:00:00 PM 17,27264
CISO,04/29/2020 6:00:00 PM 18,27392
CISO,04/29/2020 7:00:00 PM 19,27817
CISO,04/29/2020 8:00:00 PM 20,27989
CISO,04/29/2020 9:00:00 PM 21,27993
CISO,04/29/2020 10:00:00 PM 22,26820
CISO,04/29/2020 11:00:00 PM 23,24966
CISO,04/30/2020 12:00:00 AM 24,23231
CISO,04/30/2020 1:00:00 AM 1,22411
CISO,04/30/2020 2:00:00 AM 2,21385
CISO,04/30/2020 3:00:00 AM 3,20601
CISO,04/30/2020 4:00:00 AM 4,20316
CISO,04/30/2020 5:00:00 AM 5,20481
CISO,04/30/2020 6:00:00 AM 6,21095
CISO,04/30/2020 7:00:00 AM 7,21577
CISO,04/30/2020 8:00:00 AM 8,21810
CISO,04/30/2020 9:00:00 AM 9,21909
CISO,04/30/2020 10:00:00 AM 10,21388
CISO,04/30/2020 11:00:00 AM 11,21197
CISO,04/30/2020 12:00:00 PM 12,20900
CISO,04/30/2020 1:00:00 PM 13,21169
CISO,04/30/2020 2:00:00 PM 14,21552
CISO,04/30/2020 3:00:00 PM 15,22420
CISO,04/30/2020 4:00:00 PM 16,23463
CISO,04/30/2020 5:00:00 PM 17,24858
CISO,04/30/2020 6:00:00 PM 18,26355
CISO,04/30/2020 7:00:00 PM 19,27347
CISO,04/30/2020 8:00:00 PM 20,27634
CISO,04/30/2020 9:00:00 PM 21,27622
CISO,04/30/2020 10:00:00 PM 22,26371
CISO,04/30/2020 11:00:00 PM 23,24928
CISO,05/01/2020 12:00:00 AM 24,23277
CISO,05/01/2020 1:00:00 AM 1,21934
CISO,05/01/2020 2:00:00 AM 2,20980
CISO,05/01/2020 3:00:00 AM 3,20487
CISO,05/01/2020 4:00:00 AM 4,20148
CISO,05/01/2020 5:00:00 AM 5,20223
CISO,05/01/2020 6:00:00 AM 6,20980
CISO,05/01/2020 7:00:00 AM 7,21566
CISO,05/01/2020 8:00:00 AM 8,21772
