Feed,Sub Feed,"Transport Mode, Upstream to Process",Default Distance (mile one-way),Mix,flows,value,unit,direction,type,data location,comment
crude,,default mix,2507.276661,See GREET T&D tab B206,voc,1.71E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,default mix,2507.276661,See GREET T&D tab B206,co,5.37E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,default mix,2507.276661,See GREET T&D tab B206,nox,3.78E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,default mix,2507.276661,See GREET T&D tab B206,pm10,3.01E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,default mix,2507.276661,See GREET T&D tab B206,pm2.5,2.61E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,default mix,2507.276661,See GREET T&D tab B206,sox,2.38E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,default mix,2507.276661,See GREET T&D tab B206,bc,3.81E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,default mix,2507.276661,See GREET T&D tab B206,oc,9.99E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,default mix,2507.276661,See GREET T&D tab B206,ch4,7.91E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,default mix,2507.276661,See GREET T&D tab B206,n2o,9.18E-12,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,default mix,2507.276661,See GREET T&D tab B206,co2,4.83E-07,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,ocean tanker,7812.026849,,voc,1.56E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,ocean tanker,7812.026849,,co,3.50E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,ocean tanker,7812.026849,,nox,3.83E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,ocean tanker,7812.026849,,pm10,3.32E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,ocean tanker,7812.026849,,pm2.5,3.06E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,ocean tanker,7812.026849,,sox,2.64E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,ocean tanker,7812.026849,,bc,4.59E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,ocean tanker,7812.026849,,oc,1.19E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,ocean tanker,7812.026849,,ch4,1.94E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,ocean tanker,7812.026849,,n2o,3.94E-12,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,ocean tanker,7812.026849,,co2,1.72E-07,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,barge,750,,voc,3.30E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,barge,750,,co,2.47E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,barge,750,,nox,1.06E-08,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,barge,750,,pm10,3.60E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,barge,750,,pm2.5,3.47E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,barge,750,,sox,1.21E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,barge,750,,bc,5.25E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,barge,750,,oc,1.34E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,barge,750,,ch4,1.30E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,barge,750,,n2o,2.57E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,barge,750,,co2,1.05E-06,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,pipeline,587.415895,,voc,1.57E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,pipeline,587.415895,,co,4.97E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,pipeline,587.415895,,nox,9.74E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,pipeline,587.415895,,pm10,1.75E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,pipeline,587.415895,,pm2.5,7.58E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,pipeline,587.415895,,sox,2.40E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,pipeline,587.415895,,bc,6.23E-12,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,pipeline,587.415895,,oc,1.47E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,pipeline,587.415895,,ch4,2.75E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,pipeline,587.415895,,n2o,2.18E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,pipeline,587.415895,,co2,1.39E-06,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,rail,797,,voc,3.42E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,rail,797,,co,1.06E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,rail,797,,nox,7.13E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,rail,797,,pm10,2.16E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,rail,797,,pm2.5,2.08E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,rail,797,,sox,7.39E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,rail,797,,bc,1.84E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,rail,797,,oc,1.78E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,rail,797,,ch4,8.32E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,rail,797,,n2o,1.66E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,rail,797,,co2,6.42E-07,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,truck,30,,voc,1.13E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,truck,30,,co,3.40E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,truck,30,,nox,8.16E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,truck,30,,pm10,3.07E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,truck,30,,pm2.5,1.72E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,truck,30,,sox,3.77E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,truck,30,,bc,1.87E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,truck,30,,oc,3.30E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,truck,30,,ch4,4.71E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,truck,30,,n2o,1.25E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
crude,,truck,30,,co2,3.27E-06,kg/MJmile,output,mass,GREET T&D tab A106 & below,
oil sands,,pipeline,1708,,voc,1.54E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
oil sands,,pipeline,1708,,co,4.86E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
oil sands,,pipeline,1708,,nox,9.53E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
oil sands,,pipeline,1708,,pm10,1.71E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
oil sands,,pipeline,1708,,pm2.5,7.42E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
oil sands,,pipeline,1708,,sox,2.34E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
oil sands,,pipeline,1708,,bc,6.09E-12,kg/MJmile,output,mass,GREET T&D tab A106 & below,
oil sands,,pipeline,1708,,oc,1.44E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
oil sands,,pipeline,1708,,ch4,2.69E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
oil sands,,pipeline,1708,,n2o,2.13E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
oil sands,,pipeline,1708,,co2,1.36E-06,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,default mix,1500,See GREET T&D tab FQ206,voc,2.48E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,default mix,1500,See GREET T&D tab FQ206,co,7.73E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,default mix,1500,See GREET T&D tab FQ206,nox,4.03E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,default mix,1500,See GREET T&D tab FQ206,pm10,1.95E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,default mix,1500,See GREET T&D tab FQ206,pm2.5,1.41E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,default mix,1500,See GREET T&D tab FQ206,sox,1.23E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,default mix,1500,See GREET T&D tab FQ206,bc,1.23E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,default mix,1500,See GREET T&D tab FQ206,oc,9.59E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,default mix,1500,See GREET T&D tab FQ206,ch4,1.78E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,default mix,1500,See GREET T&D tab FQ206,n2o,1.91E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,default mix,1500,See GREET T&D tab FQ206,co2,1.01E-06,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,pipeline,1500,,voc,1.56E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,pipeline,1500,,co,4.95E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,pipeline,1500,,nox,9.69E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,pipeline,1500,,pm10,1.74E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,pipeline,1500,,pm2.5,7.54E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,pipeline,1500,,sox,2.38E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,pipeline,1500,,bc,6.19E-12,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,pipeline,1500,,oc,1.46E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,pipeline,1500,,ch4,2.74E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,pipeline,1500,,n2o,2.16E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,pipeline,1500,,co2,1.38E-06,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,rail,1500,,voc,3.40E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,rail,1500,,co,1.05E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,rail,1500,,nox,7.09E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,rail,1500,,pm10,2.15E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,rail,1500,,pm2.5,2.07E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,rail,1500,,sox,7.35E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,rail,1500,,bc,1.83E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,rail,1500,,oc,1.77E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,rail,1500,,ch4,8.28E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,rail,1500,,n2o,1.65E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,bakken,rail,1500,,co2,6.38E-07,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,default mix,533.9,See GREET T&D tab FR206,voc,3.63E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,default mix,533.9,See GREET T&D tab FR206,co,1.42E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,default mix,533.9,See GREET T&D tab FR206,nox,4.52E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,default mix,533.9,See GREET T&D tab FR206,pm10,2.36E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,default mix,533.9,See GREET T&D tab FR206,pm2.5,1.55E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,default mix,533.9,See GREET T&D tab FR206,sox,1.42E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,default mix,533.9,See GREET T&D tab FR206,bc,1.86E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,default mix,533.9,See GREET T&D tab FR206,oc,5.15E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,default mix,533.9,See GREET T&D tab FR206,ch4,2.63E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,default mix,533.9,See GREET T&D tab FR206,n2o,2.04E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,default mix,533.9,See GREET T&D tab FR206,co2,1.57E-06,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,barge,568,,voc,3.25E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,barge,568,,co,2.44E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,barge,568,,nox,1.05E-08,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,barge,568,,pm10,3.55E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,barge,568,,pm2.5,3.42E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,barge,568,,sox,1.19E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,barge,568,,bc,5.17E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,barge,568,,oc,1.32E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,barge,568,,ch4,1.28E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,barge,568,,n2o,2.53E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,barge,568,,co2,1.04E-06,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,pipeline,462,,voc,1.55E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,pipeline,462,,co,4.90E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,pipeline,462,,nox,9.60E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,pipeline,462,,pm10,1.72E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,pipeline,462,,pm2.5,7.47E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,pipeline,462,,sox,2.36E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,pipeline,462,,bc,6.14E-12,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,pipeline,462,,oc,1.45E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,pipeline,462,,ch4,2.71E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,pipeline,462,,n2o,2.14E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,pipeline,462,,co2,1.37E-06,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,rail,200,,voc,3.37E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,rail,200,,co,1.04E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,rail,200,,nox,7.03E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,rail,200,,pm10,2.13E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,rail,200,,pm2.5,2.05E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,rail,200,,sox,7.29E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,rail,200,,bc,1.82E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,rail,200,,oc,1.76E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,rail,200,,ch4,8.20E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,rail,200,,n2o,1.64E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,rail,200,,co2,6.33E-07,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,truck,90,,voc,1.12E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,truck,90,,co,3.35E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,truck,90,,nox,8.05E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,truck,90,,pm10,3.02E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,truck,90,,pm2.5,1.70E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,truck,90,,sox,3.71E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,truck,90,,bc,1.84E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,truck,90,,oc,3.25E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,truck,90,,ch4,4.64E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,truck,90,,n2o,1.23E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,
shale oil,eagle ford,truck,90,,co2,3.22E-06,kg/MJmile,output,mass,GREET T&D tab A106 & below,
natural gas,,Pipeline,750,,voc,5.41E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,750 miles is distance to CNG or H2 plants
natural gas,,Pipeline,750,,co,2.78E-08,kg/MJmile,output,mass,GREET T&D tab A106 & below,750 miles is distance to CNG or H2 plants
natural gas,,Pipeline,750,,nox,3.29E-08,kg/MJmile,output,mass,GREET T&D tab A106 & below,750 miles is distance to CNG or H2 plants
natural gas,,Pipeline,750,,pm10,7.58E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,750 miles is distance to CNG or H2 plants
natural gas,,Pipeline,750,,pm2.5,6.65E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,750 miles is distance to CNG or H2 plants
natural gas,,Pipeline,750,,sox,6.21E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,750 miles is distance to CNG or H2 plants
natural gas,,Pipeline,750,,bc,1.44E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,750 miles is distance to CNG or H2 plants
natural gas,,Pipeline,750,,oc,2.61E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,750 miles is distance to CNG or H2 plants
natural gas,,Pipeline,750,,ch4,2.72E-08,kg/MJmile,output,mass,GREET T&D tab A106 & below,750 miles is distance to CNG or H2 plants
natural gas,,Pipeline,750,,n2o,1.93E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,750 miles is distance to CNG or H2 plants
natural gas,,Pipeline,750,,co2,2.46E-06,kg/MJmile,output,mass,GREET T&D tab A106 & below,750 miles is distance to CNG or H2 plants
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Default Mix,700,See GREET T&D tab EE206,voc,6.47E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Default Mix,700,See GREET T&D tab EE206,co,2.01E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Default Mix,700,See GREET T&D tab EE206,nox,1.34E-08,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Default Mix,700,See GREET T&D tab EE206,pm10,4.06E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Default Mix,700,See GREET T&D tab EE206,pm2.5,3.89E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Default Mix,700,See GREET T&D tab EE206,sox,1.42E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Default Mix,700,See GREET T&D tab EE206,bc,3.47E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Default Mix,700,See GREET T&D tab EE206,oc,3.31E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Default Mix,700,See GREET T&D tab EE206,ch4,1.61E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Default Mix,700,See GREET T&D tab EE206,n2o,3.10E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Default Mix,700,See GREET T&D tab EE206,co2,1.24E-06,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Barge,320,,voc,3.11E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Barge,320,,co,2.33E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Barge,320,,nox,1.00E-08,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Barge,320,,pm10,3.40E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Barge,320,,pm2.5,3.27E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Barge,320,,sox,1.14E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Barge,320,,bc,4.95E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Barge,320,,oc,1.26E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Barge,320,,ch4,1.22E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Barge,320,,n2o,2.42E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Barge,320,,co2,9.92E-07,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Rail,740,,voc,6.45E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Rail,740,,co,1.99E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Rail,740,,nox,1.35E-08,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Rail,740,,pm10,4.08E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Rail,740,,pm2.5,3.93E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Rail,740,,sox,1.39E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Rail,740,,bc,3.48E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Rail,740,,oc,3.36E-10,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Rail,740,,ch4,1.57E-09,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Rail,740,,n2o,3.13E-11,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
coal,"Mix (~50% Bituminous, 40% Sub-bituminous, 5% Lignite, 5% Other)",Rail,740,,co2,1.21E-06,kg/MJmile,output,mass,GREET T&D tab A106 & below,Very similar for power/H2/DME/MeOH plant use
