Crude Type,Crude Sub-Type,Count Emissions from Building Well Infrastructure,flow_source,flows,value,unit,direction,type,source,data location,comment
Average Mix to US Refineries,,yes,electricity,co,1.29E-07,kg/MJ,output,mass,GREET,"See ""co2 from electricity"" flow",
Average Mix to US Refineries,,yes,electricity,nox,2.45E-07,kg/MJ,output,mass,GREET,"See ""co2 from electricity"" flow",
Average Mix to US Refineries,,yes,electricity,pm10,4.28E-08,kg/MJ,output,mass,GREET,"See ""co2 from electricity"" flow",
Average Mix to US Refineries,,yes,electricity,pm2.5,1.87E-08,kg/MJ,output,mass,GREET,"See ""co2 from electricity"" flow",
Average Mix to US Refineries,,yes,electricity,sox,5.74E-07,kg/MJ,output,mass,GREET,"See ""co2 from electricity"" flow",
Average Mix to US Refineries,,yes,electricity,bc,1.59E-09,kg/MJ,output,mass,GREET,"See ""co2 from electricity"" flow",
Average Mix to US Refineries,,yes,electricity,oc,3.75E-09,kg/MJ,output,mass,GREET,"See ""co2 from electricity"" flow",
Average Mix to US Refineries,,yes,electricity,ch4,6.99E-07,kg/MJ,output,mass,GREET,"See ""co2 from electricity"" flow",
Average Mix to US Refineries,,yes,electricity,n2o,5.32E-09,kg/MJ,output,mass,GREET,"See ""co2 from electricity"" flow",
Average Mix to US Refineries,,yes,electricity,co2,0.000342692,kg/MJ,output,mass,GREET,Petroleum tab Row 113 and Electric tab B220 and C220,
Average Mix to US Refineries,,yes,total,voc,2.22E-06,kg/MJ,output,mass,GREET,"See ""co2"" flow",
Average Mix to US Refineries,,yes,total,co,1.29E-05,kg/MJ,output,mass,GREET,"See ""co2"" flow",
Average Mix to US Refineries,,yes,total,nox,1.16E-05,kg/MJ,output,mass,GREET,"See ""co2"" flow",
Average Mix to US Refineries,,yes,total,pm10,8.18E-07,kg/MJ,output,mass,GREET,"See ""co2"" flow",
Average Mix to US Refineries,,yes,total,pm2.5,5.24E-07,kg/MJ,output,mass,GREET,"See ""co2"" flow",
Average Mix to US Refineries,,yes,total,sox,5.89E-06,kg/MJ,output,mass,GREET,"See ""co2"" flow",
Average Mix to US Refineries,,yes,total,bc,9.09E-08,kg/MJ,output,mass,GREET,"See ""co2"" flow",
Average Mix to US Refineries,,yes,total,oc,9.69E-08,kg/MJ,output,mass,GREET,"See ""co2"" flow",
Average Mix to US Refineries,,yes,total,ch4_combustion,8.67E-06,kg/MJ,output,mass,GREET,"See ""co2"" flow",
Average Mix to US Refineries,,yes,total,n2o,7.18E-08,kg/MJ,output,mass,GREET,"See ""co2"" flow",
Average Mix to US Refineries,,yes,total,co2,0.005189207,kg/MJ,output,mass,GREET,Petroleum tab Row 141,
Average Mix to US Refineries,,yes,total,ch4_non-combustion,7.87E-05,kg/MJ,output,mass,GREET,"See ""co2"" flow",
